"site","region","apn","product","part_description","sto_class","min_level","supplier_lead_time","expected_daily_rate","actual_daily_rate","consumed_180d","actual_vs_expected_ratio"
"ORD5","NA","3466204","USP","M8X1.25 X 16 MM LG, STROKE 1.5MM, MAX TEMP. 250C, THREAD-LOCKING, CERAMIC BALL","01 HIGH","2.0","4.0","0.5",,,
"ORD5","NA","3466208","USP","BEARING SPACER; INNER; 20 ID X 27 OD X 5 THICK","01 HIGH","2.0","28.0","0.0714",,,
"ORD5","NA","3466243","USP","LEFT HORIZONTAL SEAL BAR ASSY","01 HIGH","0.0","21.0","0.0","0.0222","4.0",
"ORD5","NA","3466247","USP","KINETIX VP MOTOR CABLE","01 HIGH","1.0","21.0","0.0476",,,
"ORD5","NA","3466251","USP","PIVOT BLOCK - LEFT HORIZONTAL","01 HIGH","0.0","21.0","0.0","0.0056","1.0",
"ORD5","NA","3466258","USP","LEFT VERTICAL SEAL BAR ASSY","01 HIGH","0.0","21.0","0.0",,,
"ORD5","NA","3466261","USP","SHANK THREAD SIZE(M10X1.25), ID 10MM, JAW OPENING W 10MM,","01 HIGH","3.0","3.0","1.0",,,
"ORD5","NA","3546294","USP","Kinetix VP Motor Cable, 4m","01 HIGH","0.0","90.0","0.0",,,
"ORD5","NA","49225","USP","HEX HEAD CAP SCREW  CTM PM-FAHHSS50557","02 MED","1.0","20.0","0.05",,,
"ORD5","NA","49344","USP","Zebra ZE52163-R010000Z Print Engine","02 MED","1.0",,,"0.0","0.0",
"ORD5","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","01 HIGH","1.0","35.0","0.0286",,,
"ORD5","NA","61591","USP","TUBE FITTING, M5 TO 4MM","02 MED","1.0","70.0","0.0143",,,
"ORD5","NA","72902","USP","kit,motor assy, high speed...","02 MED","0.0","126.0","0.0",,,
"ORD5","NA","76580","USP","PROGRAMMED MAPLE DISPLAY UNIT FOR 3600A APPLICATOR","02 MED","0.0",,,,,
"ORD5","NA","816958","USP","IN-SIGHT STD. POWER & I/O BREAKOUT CABLE, 5M (15')","02 MED","0.0","35.0","0.0","0.0056","1.0",
"ORD5","NA","N37377","USP","SC300-2 SHOCK ABSORBER","02 MED","0.0","14.0","0.0","0.0","0.0",
"ORD5","NA","N41977","USP","R SERIES BEARING - .750 X 1.625 X .437","02 MED","1.0","14.0","0.0714",,,
"ORD5","NA","N45907","USP","Valve flow control one way","02 MED","2.0","21.0","0.0952",,,
"ORD5","NA","N53951","USP","RADIAL BALL BEARING","01 HIGH","1.0","28.0","0.0357",,,
"ORD5","NA","N53964","USP","NEBV-S1G25-K-10-N-LE25-S6 CONNECTING CABLE","02 MED","1.0","21.0","0.0476",,,
"ORD5","NA","N53977","USP","I110-E0454 SAFETY SWITCH","01 HIGH","1.0","30.0","0.0333",,,
"ORD5","NA","N53990","USP","LINEAR RAIL","02 MED","1.0","21.0","0.0476",,,
"ORD5","NA","N54020","USP","STOPPER BOLT, M6X1.0, L 20MM, WITH HEX SOCKET TIP, STRAIGHT TYPE, BUMPER URETHAN","03 LOW","1.0","21.0","0.0476",,,
"ORD5","NA","N54024","USP","TAPER-LOCK BUSHING, 1610 22MM BORE","03 LOW","1.0","21.0","0.0476",,,
"ORF3","NA","1001191","USP","VPL-B1003F-PJ12AA SERVO MOTOR","02 MED","0.0",,,,,
"ORF3","NA","1001803","USP","Switch, Auxiliary, Supplementary Protector Accessory","02 MED","0.0","21.0","0.0",,,
"ORF3","NA","10043","USP","PLC, CONTROLLER,PROGRAMMABLE:2-1/2 INHT,3-1/2 INWD,1-1/2 INDP,24 V DCVOLT,2.6 MACURRE","02 MED","0.0","21.0","0.0",,,
"ORF3","NA","1004322","USP","PUSHBUTTON METAL LATCH","02 MED","1.0",,,,,
"ORF3","NA","10076","USP","UNWIND DANCER ARM UNWIND SPRING","02 MED","2.0","21.0","0.0952",,,
"ORF3","NA","10086","USP","WASHER: CAPTURE CTM PM-FANU30375","03 LOW","1.0","18.0","0.0556",,,
"ORF3","NA","10087","USP","THREADED INSERT CTM C-PM-INS1010","03 LOW","1.0","14.0","0.0714",,,
"ORF3","NA","10090","USP","Shoulder Screw,18-8 Stainless Steel,3/8"""" Shoulder Dia., 1"""" Shoulder Length,5/16-18 Thread,PK2","03 LOW","1.0","24.0","0.0417",,,
"ORF3","NA","10095","USP","FLANGED BUSHING","03 LOW","1.0",,,,,
"ORF3","NA","10096","USP","WASHER: THRUST, BRONZE","02 MED","1.0","34.0","0.0294",,,
"ORF3","NA","10105","USP","SPRING: REWIND CLUTCH, MED DUTY, .97OD X .080 WIRE DIA","02 MED","1.0","28.0","0.0357",,,
"ORF3","NA","10191","USP","THRUST BALL BEARING, 3/4"" ID X 1-5/16"" OD X 9/32"" HT., STEEL","01 HIGH","1.0","20.0","0.05",,,
"ORF3","NA","1060925","USP","RING-GRIP QUICK-RELEASE PIN","01 HIGH","1.0","3.0","0.3333",,,
"ORF3","NA","1061526","USP","SERVO DRVE AMP JR_AUTO JR0000549642","02 MED","0.0",,,,,
"ORF3","NA","1063086","USP","SWITCH 2VDC PNP 0.5M LEAD M8 C","02 MED","0.0",,,,,
"ORF3","NA","1071515","USP","Radial/Deep Groove Ball Bearing - Round Bore, 25 mm ID, 42 mm OD, 9 mm Width, Double Shielded, Internal Clearance","02 MED","0.0",,,,,
"ORF3","NA","1073001","USP","3600 TAMP or SWING HOME SENSOR ASSEMBLY without MOUNT","02 MED","1.0","17.0","0.0588",,,
"ORF3","NA","11082","USP","SMART PACK FILTER REPLACEMENT  (PID)","03 LOW","1.0","31.0","0.0323",,,
"ORF3","NA","1113249","USP","URGU48R1-04090N","02 MED","1.0","17.0","0.0588",,,
"ORF3","NA","11147","USP","VHI425A-GV W/ GV4G6","01 HIGH","1.0",,,,,
"ORF3","NA","1116318","USP","ULTRASONIC SENSOR, PICO+","02 MED","0.0",,,,,
"ORF3","NA","1124355","USP","FIXED DRAW ROLLER, SMART PAC","02 MED","0.0",,,"0.0056","1.0",
"ORF3","NA","11409","USP","TAMPA","02 MED","0.0","25.0","0.0",,,
"ORF3","NA","11519","USP","Zebra Kit Maint Door Open Swch RH/LH","02 MED","2.0","28.0","0.0714",,,
"ORF3","NA","132054","USP","ZEBRA - P1046696-146, EXTENDED LIFE DRIVE BELTS, ZE500/ZE511, HTC 8443.99.2550 C","02 MED","1.0","42.0","0.0238",,,
"ORF3","NA","14325","USP","WIRING TOOL required for insertion/extraction @ terminal strip","02 MED","1.0","35.0","0.0286",,,
"ORF3","NA","19978","USP","TIME DELAY FUSE, 30A, CLASS J, 300KA, 600VAC","02 MED","1.0",,,,,
"ORF3","NA","23103","USP","Time Delay, Cylindrical, Fuse, GDC Series, 250VAC, Indicating (5 PK)","02 MED","1.0","15.0","0.0667",,,
"ORF3","NA","3015434","USP","SWIVEL GRIPPER HEAD","01 HIGH","1.0","21.0","0.0476",,,
"ORF3","NA","3022931","USP","MALE INSERT 5 PIN","01 HIGH","1.0","66.0","0.0152",,,
"ORF3","NA","3022933","USP","STANDARD HOOD TOP ENTRY","01 HIGH","1.0","38.0","0.0263",,,
"ORF3","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","10.0","38.0","0.2632",,,
"ORF3","NA","3022938","USP","CAPTIVE SCREW RETAINER","01 HIGH","1.0","21.0","0.0476",,,
"ORF3","NA","3022940","USP","VERTICAL JAW CABLE MANAGEMENT BACKING PLATE","01 HIGH","1.0","38.0","0.0263",,,
"ORF3","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","5.0","70.0","0.0714",,,
"ORF3","NA","3022942","USP","CLAMP, LOOP NYLON 7/8"" X 1 1/2","01 HIGH","1.0","21.0","0.0476",,,
"ORF3","NA","3022943","USP","HORIZONTAL REAR, POWERSONIC MATED M12 + LBO3K","01 HIGH","5.0","70.0","0.0714",,,
"ORF3","NA","3022944","USP","CAPTIVE GUARDING SCREWS","01 HIGH","1.0","24.0","0.0417",,,
"ORF3","NA","3022948","USP","FLAT HEAD SOCKET CAP SCREW","01 HIGH","1.0","24.0","0.0417",,,
"ORF3","NA","3022950","USP","HORIZONTAL FRONT, POWERSONIC MATED M12 + LBO3K","01 HIGH","5.0","70.0","0.0714",,,
"ORF3","NA","3022953","USP","GUARDING T-BLOCK","01 HIGH","1.0","24.0","0.0417",,,
"ORF3","NA","3022967","USP","ZIP TIES, STANDARD","01 HIGH","0.0","24.0","0.0",,,
"ORF3","NA","3022971","USP","FAST CONNECTION-PEG","01 HIGH","1.0","24.0","0.0417",,,
"ORF3","NA","3022976","USP","FLAT HEAD SOCKET CAP SCREW","01 HIGH","1.0","24.0","0.0417",,,
"ORF3","NA","3022977","USP","GUIDED PNUEMATIC CYLINDER DFM-16-125-B-PPV-A-KF","01 HIGH","1.0","25.0","0.04",,,
"ORF3","NA","3022978","USP","LIDAR SENSOR PICS150-01000 core 1","01 HIGH","0.0","95.0","0.0",,,
"ORF3","NA","3022984","USP","8MM X 14MM LOW SOCKET HEAD MACHINE SCREWS (OR BLACK OXIDE EQUIVALENT)","01 HIGH","1.0","24.0","0.0417",,,
"ORF3","NA","3025738","USP","COATED 9"" FOUR HOLE AIR ASSIST TUBE - MP-211-2230-9","02 MED","1.0","21.0","0.0476",,,
"ORF3","NA","3029777","USP","Ring, Centering sleeve ZBH-7-B","01 HIGH","1.0","28.0","0.0357",,,
"ORF3","NA","3029778","USP","CABLE, NIP ROLLER MOTOR SERVO","01 HIGH","0.0","70.0","0.0",,,
"ORF3","NA","3031139","USP","RIGHT HORIZONTAL HEATER CABLE","01 HIGH","1.0","21.0","0.0476",,,
"ORF3","NA","3032133","USP","COMPRESSION SPRING T=1.4 OD=20 ID=17","01 HIGH","1.0","28.0","0.0357",,,
"ORF3","NA","3033957","USP","Ring, Centering sleeve ZBH-5-B","01 HIGH","1.0","28.0","0.0357",,,
"ORF3","NA","3037849","USP","RIGHT VER HEATER CABLE ASSY","01 HIGH","1.0","108.0","0.0093",,,
"ORF3","NA","3037850","USP","ZIP TIES, STANDARD","01 HIGH","0.0","24.0","0.0",,,
"ORF3","NA","3037851","USP","ALTERNATE PLASTIC P-CLIP (MUST DRILL MOUNTING HOLE TO M6)","01 HIGH","1.0","24.0","0.0417",,,
"ORF3","NA","3037852","USP","LEFT HOR HEATER CABLE ASSY","01 HIGH","1.0","108.0","0.0093",,,
"ORF3","NA","3043399","USP","D-MAX WEB GUIDE CONTROLLER,INPUT VOLTAGE 24 - 48 VDC, 6 DIGITAL INPUTS, 2 OUTPUT","01 HIGH","0.0","56.0","0.0",,,
"ORF3","NA","3043407","USP","SICK IME2S Series Non-Flush Inductive Non-Contact Safety Switch, 24V dc, Nickel Plated Brass Housing, 2NO, M12","01 HIGH","1.0","42.0","0.0238",,,
"ORF3","NA","3043423","USP","FUSE,5 AMP,250V","01 HIGH","1.0","30.0","0.0333",,,
"ORF3","NA","3043436","USP","Kinetix 5700 Servo Drive","01 HIGH","0.0","21.0","0.0",,,
"ORF3","NA","33053","USP","SENSOR CABLE, 5M GREY, M12 FEMALE 8P STRAIGHT TO OPEN ENDED, CONTINUOUS FLEX, PUR-OB","02 MED","1.0","21.0","0.0476",,,
"ORF3","NA","3361381","USP","Fork sensor","01 HIGH","1.0","28.0","0.0357",,,
"ORF3","NA","3466127","USP","SCANNER,BARCODE:DM363 SMARTPACK PRESENTATION READER","01 HIGH","1.0","14.0","0.0714",,,
"ORF3","NA","3466132","USP","PNUEMATIC FITTING","01 HIGH","1.0","21.0","0.0476",,,
"ORF3","NA","3466134","USP","ROLLING BEARING  61802-2RS1","01 HIGH","12.0","4.0","3.0",,,
"ORF3","NA","3466138","USP","VERTICAL VPL SERIES, FRAME SIZE 100MM, T WINDING, RATED SPEED 7200-80","01 HIGH","0.0","21.0","0.0",,,
"ORF3","NA","3466140","USP","KINETIX VP LOW INERTIA MOTOR,","01 HIGH","0.0","21.0","0.0",,,
"ORF3","NA","3466144","USP","SERVO DRIVE","01 HIGH","0.0","21.0","0.0",,,
"ORF3","NA","3466145","USP","RIGHT HORIZONTAL SEAL BAR ASSY","01 HIGH","0.0","21.0","0.0",,,
"ORF3","NA","3466147","USP","COMPACT CYLINDER ADN-32-25-I-P-A-S2","01 HIGH","1.0","21.0","0.0476",,,
"ORF3","NA","3466149","USP","PIVOT BLOCK","01 HIGH","1.0","14.0","0.0714",,,
"ORF3","NA","3466152","USP","SENSOR MOUNT","01 HIGH","1.0","21.0","0.0476",,,
"ORF3","NA","3466153","USP","RIGHT VERTICAL SEAL BAR ASSY","01 HIGH","0.0","21.0","0.0",,,
"ORF3","NA","3466158","USP","SPRING PLUNGER, BALL-NOSE HARD","01 HIGH","1.0","4.0","0.25",,,
"ORF3","NA","3466204","USP","M8X1.25 X 16 MM LG, STROKE 1.5MM, MAX TEMP. 250C, THREAD-LOCKING, CERAMIC BALL","01 HIGH","1.0","4.0","0.25",,,
"ORF3","NA","3466208","USP","BEARING SPACER; INNER; 20 ID X 27 OD X 5 THICK","01 HIGH","1.0","28.0","0.0357",,,
"ORF3","NA","3466223","USP","243TEETH 32 T5/1215","01 HIGH","1.0","11.0","0.0909",,,
"ORF3","NA","3466243","USP","LEFT HORIZONTAL SEAL BAR ASSY","01 HIGH","0.0","21.0","0.0",,,
"ORF3","NA","3466247","USP","KINETIX VP MOTOR CABLE","01 HIGH","0.0","21.0","0.0",,,
"ORF3","NA","3466248","USP","PRECISION LINEAR SHAFT, DIA 12","01 HIGH","1.0","28.0","0.0357",,,
"ORF3","NA","3466251","USP","PIVOT BLOCK - LEFT HORIZONTAL","01 HIGH","1.0","21.0","0.0476",,,
"ORF3","NA","3466258","USP","LEFT VERTICAL SEAL BAR ASSY","01 HIGH","0.0","21.0","0.0","0.0111","2.0",
"ORF3","NA","3466261","USP","SHANK THREAD SIZE(M10X1.25), ID 10MM, JAW OPENING W 10MM,","01 HIGH","1.0","3.0","0.3333",,,
"ORF3","NA","3546294","USP","Kinetix VP Motor Cable, 4m","01 HIGH","0.0","90.0","0.0",,,
"ORF3","NA","49225","USP","HEX HEAD CAP SCREW  CTM PM-FAHHSS50557","02 MED","1.0","10.0","0.1",,,
"ORF3","NA","49344","USP","Zebra ZE52163-R010000Z Print Engine","02 MED","2.0","10.0","0.2",,,
"ORF3","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","01 HIGH","0.0","21.0","0.0","0.0278","5.0",
"ORF3","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","02 MED","1.0","35.0","0.0286",,,
"ORF3","NA","49960","USP","MDC100-050101 DRIVE","01 HIGH","0.0","21.0","0.0","0.0056","1.0",
"ORF3","NA","61591","USP","TUBE FITTING, M5 TO 4MM","02 MED","1.0",,,,,
"ORF3","NA","72902","USP","kit,motor assy, high speed...","02 MED","0.0","126.0","0.0",,,
"ORF3","NA","76580","USP","PROGRAMMED MAPLE DISPLAY UNIT FOR 3600A APPLICATOR","02 MED","0.0",,,,,
"ORF3","NA","94998","USP","CYLINDER, ISO, PROX, X100MM, DA, MAG C03","02 MED","0.0","49.0","0.0",,,
"ORF3","NA","N12270","USP","SMC Speed Control Valve: Elbow Fitting, Knob, 1/4 in/1/8 in Valve Body Size, 1/4 in Tube, Meter Out","02 MED","1.0","20.0","0.05",,,
"ORF3","NA","N37377","USP","SC300-2 SHOCK ABSORBER","02 MED","0.0","28.0","0.0","0.0","0.0",
"ORF3","NA","N41977","USP","R SERIES BEARING - .750 X 1.625 X .437","01 HIGH","1.0","14.0","0.0714",,,
"ORF3","NA","N45907","USP","Valve flow control one way","02 MED","1.0",,,,,
"ORF3","NA","N53951","USP","RADIAL BALL BEARING","01 HIGH","1.0",,,,,
"ORF3","NA","N53964","USP","NEBV-S1G25-K-10-N-LE25-S6 CONNECTING CABLE","02 MED","1.0",,,,,
"ORF3","NA","N53977","USP","I110-E0454 SAFETY SWITCH","01 HIGH","1.0",,,,,
"ORF3","NA","N53990","USP","LINEAR RAIL","02 MED","1.0",,,,,
"ORF3","NA","N54020","USP","STOPPER BOLT, M6X1.0, L 20MM, WITH HEX SOCKET TIP, STRAIGHT TYPE, BUMPER URETHAN","02 MED","1.0",,,,,
"ORF3","NA","N54024","USP","TAPER-LOCK BUSHING, 1610 22MM BORE","02 MED","1.0","21.0","0.0476",,,
"ORF4","NA","1000324","URL","FIELDBUS COUPLER ETHERNET/IP, 64 I/O MODULES, 24VDC, 4TH GEN","02 MED","0.0","14.0","0.0",,,
"ORF4","NA","1000863","EcoPac","Point IO Sinking Input Module, 8-Point","02 MED","0.0","28.0","0.0","0.0056","1.0",
"ORF4","NA","1001191","USP","VPL-B1003F-PJ12AA SERVO MOTOR","02 MED","4.0","21.0","0.1905",,,
"ORF4","NA","1001803","USP","Switch, Auxiliary, Supplementary Protector Accessory","02 MED","4.0","42.0","0.0952",,,
"ORF4","NA","1004287","EcoPac","VOLTAGE MONITOR, DIGITAL PANEL METER","02 MED","0.0","23.0","0.0",,,
"ORF4","NA","10043","USP","PLC, CONTROLLER,PROGRAMMABLE:2-1/2 INHT,3-1/2 INWD,1-1/2 INDP,24 V DCVOLT,2.6 MACURRE","02 MED","1.0","15.0","0.0667",,,
"ORF4","NA","1004322","USP","PUSHBUTTON METAL LATCH","01 HIGH","4.0","43.0","0.093",,,
"ORF4","NA","10049258","URL","SITOP SEL1200 SELECTIVITY MODULE 8-CHANNEL SWITCHING CHARACTERISTIC INPUT","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","10076","USP","UNWIND DANCER ARM UNWIND SPRING","02 MED","1.0","20.0","0.05",,,
"ORF4","NA","10086","USP","WASHER: CAPTURE CTM PM-FANU30375","02 MED","1.0","20.0","0.05",,,
"ORF4","NA","10087","USP","THREADED INSERT CTM C-PM-INS1010","02 MED","1.0","20.0","0.05",,,
"ORF4","NA","10090","USP","Shoulder Screw,18-8 Stainless Steel,3/8"""" Shoulder Dia., 1"""" Shoulder Length,5/16-18 Thread,PK2","02 MED","1.0","21.0","0.0476",,,
"ORF4","NA","10095","USP","FLANGED BUSHING","03 LOW","4.0","21.0","0.1905",,,
"ORF4","NA","10096","USP","WASHER: THRUST, BRONZE","02 MED","1.0","20.0","0.05",,,
"ORF4","NA","10105","USP","SPRING: REWIND CLUTCH, MED DUTY, .97OD X .080 WIRE DIA","02 MED","1.0","8.0","0.125",,,
"ORF4","NA","10191","USP","THRUST BALL BEARING, 3/4"" ID X 1-5/16"" OD X 9/32"" HT., STEEL","02 MED","1.0","20.0","0.05",,,
"ORF4","NA","103691","EcoPac","roll ø50x1,5 gravity","01 HIGH","1.0","19.0","0.0526",,,
"ORF4","NA","1061526","USP","SERVO DRVE AMP JR_AUTO JR0000549642","01 HIGH","1.0","113.0","0.0088",,,
"ORF4","NA","1061778","USP","RT-B1221","02 MED","4.0","21.0","0.1905",,,
"ORF4","NA","1062078","URL","MPCB, 8A, SINGLE-PHASE","02 MED","2.0","28.0","0.0714",,,
"ORF4","NA","1063086","USP","SWITCH 2VDC PNP 0.5M LEAD M8 C","02 MED","4.0","21.0","0.1905",,,
"ORF4","NA","1068036","URL","Unknown","02 MED","3.0","96.0","0.0313",,,
"ORF4","NA","1068301","URL","SR-50APW","02 MED","0.0","21.0","0.0",,,
"ORF4","NA","1068918","URL","Zebra, P1112750-039, Platen/Pinch & Peel Rollers, LH/RH","02 MED","0.0","42.0","0.0",,,
"ORF4","NA","1069554","USP","POWER IO CABLE M12 FOR COGNEX CONN MODULE W DB9","03 LOW","2.0","21.0","0.0952",,,
"ORF4","NA","1069940","EcoPac","SENSOR LASER ANALOGIC LR-TB5000C","02 MED","1.0","21.0","0.0476",,,
"ORF4","NA","1070075","EcoPac","ZEBRA, P1112750-010, PRINTHEAD ASSEMBLY, 300 DPI, LH/RH","01 HIGH","0.0","10.0","0.0","0.0278","5.0",
"ORF4","NA","1070514","URL","PNEUMATICS AIR CYLINDER ASSEMBLY ADN-50-5-I-P-A","02 MED","3.0","42.0","0.0714",,,
"ORF4","NA","1070793","URL","contact block for e-stop switch","02 MED","5.0","21.0","0.2381",,,
"ORF4","NA","1071515","USP","Radial/Deep Groove Ball Bearing - Round Bore, 25 mm ID, 42 mm OD, 9 mm Width, Double Shielded, Internal Clearance","02 MED","24.0","28.0","0.8571",,,
"ORF4","NA","1071516","USP","REPLACEMENT BELT – 18”W FOR CO","02 MED","4.0","21.0","0.1905",,,
"ORF4","NA","1072164","URL","UL489 20 A MINIATURE CIRCUIT BREAKER 1 POLE","02 MED","3.0","30.0","0.1",,,
"ORF4","NA","1073001","USP","3600 TAMP or SWING HOME SENSOR ASSEMBLY without MOUNT","02 MED","1.0","21.0","0.0476",,,
"ORF4","NA","11082","USP","SMART PACK FILTER REPLACEMENT  (PID)","02 MED","1.0","20.0","0.05",,,
"ORF4","NA","1112947","URL","Série 7000 Transverse Roller V3 Acetal Base/ Urethane And Wear Resistant Acetal Roller/ Nylon Axle Grey/ Black And Orange/ White Largura: 737 mm (+/-1 mm) (58.0 elos) Comprimento: 1.62 metros (20 fileiras)","02 MED","6.0","42.0","0.1429",,,
"ORF4","NA","11147","USP","VHI425A-GV W/ GV4G6","01 HIGH","1.0","20.0","0.05",,,
"ORF4","NA","1116318","USP","ULTRASONIC SENSOR, PICO+","02 MED","2.0","21.0","0.0952",,,
"ORF4","NA","1116543","URL","TIME DELAY FUSE, AMP TRAP 2000® 20A, ATDR KLASSE CC","02 MED","5.0","106.0","0.0472",,,
"ORF4","NA","1116749","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","30.0","0.0",,,
"ORF4","NA","1119110","URL","MOULDED CIRCUIT BREAKER","02 MED","2.0","28.0","0.0714",,,
"ORF4","NA","1123746","URL","MOTOR CIRCUIT BREAKER","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","1123747","URL","MOTOR CIRCUIT BREAKER","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","1124355","USP","FIXED DRAW ROLLER, SMART PAC","02 MED","4.0","100.0","0.04",,,
"ORF4","NA","1124470","URL","SENSOR AMPLIFIER, LASER THRUBEAM, M8, PNP, KEYENCE","02 MED","1.0","21.0","0.0476",,,
"ORF4","NA","1125233","URL","Siemens SITOP PSU300S Switched Mode DIN Rail Power Supply, 340 → 550V","02 MED","0.0","32.0","0.0",,,
"ORF4","NA","1125460","URL","Latch for Print Mechanism ZE511 ZE521 RH & LH","02 MED","0.0","42.0","0.0",,,
"ORF4","NA","11300","URL","SPST-NO Contact Block for 22mm Panel-Mount Metal Switch","02 MED","20.0","35.0","0.5714",,,
"ORF4","NA","11409","USP","TAMPA","02 MED","1.0","20.0","0.05",,,
"ORF4","NA","11424","USP","UNWIND BRAKE BAND CTM PM-BB1030","02 MED","1.0","23.0","0.0435",,,
"ORF4","NA","11519","USP","Zebra Kit Maint Door Open Swch RH/LH","01 HIGH","1.0","25.0","0.04",,,
"ORF4","NA","11543","URL","TIMING DRIVE BELT, GT2, 8MGT-1440-21","02 MED","0.0","42.0","0.0",,,
"ORF4","NA","116561","URL","Load cell: MTB-100kg 3m","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","118954","URL","SQUARE_Sproket_60mm_#24_S2H0XXDHXXMT-10","02 MED","2.0","42.0","0.0476",,,
"ORF4","NA","132054","USP","ZEBRA - P1046696-146, EXTENDED LIFE DRIVE BELTS, ZE500/ZE511, HTC 8443.99.2550 C","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","14325","USP","WIRING TOOL required for insertion/extraction @ terminal strip","02 MED","1.0","20.0","0.05",,,
"ORF4","NA","19774","URL","MECHANICAL PULLEY BUSHING PART 2012 1-1/8","02 MED","0.0","42.0","0.0",,,
"ORF4","NA","19949","URL","MECHANICAL PULLEY BUSHING PART 2012 1-17/16","02 MED","0.0","42.0","0.0",,,
"ORF4","NA","19978","USP","TIME DELAY FUSE, 30A, CLASS J, 300KA, 600VAC","01 HIGH","4.0","56.0","0.0714",,,
"ORF4","NA","2036642","URL","Peel Bracket Assembly ZE511 RH & LH","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038925","URL","Zebra, Kit, Print Mechanism, ZE511 Right Hand","02 MED","4.0","42.0","0.0952",,,
"ORF4","NA","2038927","URL","Zebra, Kit, Toggle Assemblies, ZE511, ZE521, Right Hand/Left Hand","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038928","URL","Zebra, Kit, Ruler for Toggle Position, Quantity of 3, ZE511 Right Hand","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038929","URL","Zebra, Kit, Ribbon Strip Plate & Ribbon Static Brush, ZE511 Right Hand/Left Hand","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038930","URL","Zebra, Kit, Cables for Printhead, ZE511 ZE521 Right Hand/Left Hand","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038945","URL","Zebra, Kit, Media Sensor, ZE511 Right Hand","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038946","URL","Zebra, Kit, Media Door Open Sensor, ZE511, ZE521, RH & LH","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038947","URL","Zebra, Kit, Encoder Sensors for Ribbon Drive System, ZE511, ZE521, Right Hand/Left Hand","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038952","URL","Zebra, Kit, Motor For The Media Drive System ZE511, ZE521, RH","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038959","URL","Zebra, Kit, Platen Support And Guard For Printhead, ZE511 RH & LH","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038961","URL","Zebra, Kit, Roller Plates, ZE511, ZE521, Right Hand","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038966","URL","Zebra, Kit, Print Mechanism, ZE511 Left Hand","02 MED","4.0","42.0","0.0952",,,
"ORF4","NA","2038968","URL","Zebra, Kit, Media Sensor, ZE511 Left Hand","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038971","URL","Zebra, Kit, Motor For The Media Drive System, ZE511, ZE521, LH","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038972","URL","Zebra, Kit, Ribbon Drive System, ZE511, ZE521, Left Hand","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","2038973","URL","roller Plates ZE511/ZE521 LH","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","23103","USP","Time Delay, Cylindrical, Fuse, GDC Series, 250VAC, Indicating (5 PK)","02 MED","1.0","8.0","0.125",,,
"ORF4","NA","29142","URL","MANIFOLD,VALVE,8 STATION,MODULAR","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","3001681","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","24.0","0.0",,,
"ORF4","NA","3008688","URL","Dancing Arm – Backing Paper Rewinder RH","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","3008689","URL","Roller – dancing arm","02 MED","0.0","42.0","0.0",,,
"ORF4","NA","3008690","URL","MINIATURE CIRCUIT BREAKER FORM FK2 4A","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","3008695","URL","RS232 Com cable","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","3008711","URL","WEIGHCELL CABLE 11.5M SONIC","02 MED","1.0","42.0","0.0238",,,
"ORF4","NA","3008712","URL","DISC_BREAK","02 MED","0.0","42.0","0.0",,,
"ORF4","NA","3008716","URL","MOTOR AC,0.55KW,23.8NM,221RPM,M1,RAL7031","02 MED","1.0","42.0","0.0238",,,
