"site","region","apn","product","part_description","sto_class","consumed_30d","consumed_60d","consumed_90d","consumed_150d","consumed_all","rate_30d","rate_60d","rate_90d","rate_150d","days_with_consumption_150d"
"PDX8","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","3.0","3.0","3.0","3.0","3.0","0.1","0.05","0.0333","0.02","3"
"PDX8","NA","3022971","USP","FAST CONNECTION-PEG","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"PDX8","NA","3022982","USP","LEFT ISOLATOR PLATE","01 HIGH","0.0","6.0","6.0","6.0","6.0","0.0","0.1","0.0667","0.04","2"
"PDX8","NA","3022983","USP","RIGHT ISOLATOR PLATE","01 HIGH","0.0","5.0","5.0","5.0","5.0","0.0","0.0833","0.0556","0.0333","1"
"PDX8","NA","3022987","USP","IO-LINK MASTER, ETHERNET/IP INTERFACE, TOTAL IN- AND OUTPUTS: 16, 4X 2A OUTPUTS",,"0.0","0.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0267","1"
"PDX8","NA","3037848","USP","LEFT VER HEATER CABLE ASSY","01 HIGH","2.0","3.0","3.0","3.0","3.0","0.0667","0.05","0.0333","0.02","3"
"PDX8","NA","3464199","USP","SENSOR, FIBER OPTIC THIN ZERO SPACE, SIDE VIEW TYP","01 HIGH","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","1"
"PDX8","NA","3466127","USP","SCANNER,BARCODE:DM363 SMARTPACK PRESENTATION READER","01 HIGH","0.0","1.0","3.0","3.0","3.0","0.0","0.0167","0.0333","0.02","2"
"PDX8","NA","3466132","USP","PNUEMATIC FITTING","01 HIGH","2.0","4.0","4.0","4.0","4.0","0.0667","0.0667","0.0444","0.0267","3"
"PDX8","NA","3466138","USP","VERTICAL VPL SERIES, FRAME SIZE 100MM, T WINDING, RATED SPEED 7200-80","01 HIGH","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","1"
"PDX8","NA","3466149","USP","PIVOT BLOCK","01 HIGH","0.0","2.0","2.0","2.0","2.0","0.0","0.0333","0.0222","0.0133","1"
"PDX8","NA","3466191","USP","ROD COUPLER, M10X1.25, STEEL (","01 HIGH","0.0","2.0","2.0","2.0","2.0","0.0","0.0333","0.0222","0.0133","1"
"PDX8","NA","3466251","USP","PIVOT BLOCK - LEFT HORIZONTAL","01 HIGH","0.0","2.0","2.0","2.0","2.0","0.0","0.0333","0.0222","0.0133","1"
"PDX8","NA","3466258","USP","LEFT VERTICAL SEAL BAR ASSY","01 HIGH","1.0","2.0","2.0","2.0","2.0","0.0333","0.0333","0.0222","0.0133","2"
"PDX8","NA","49344","USP","Zebra ZE52163-R010000Z Print Engine","02 MED","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0"
"PDX8","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","02 MED","7.0","12.0","12.0","16.0","28.000000000000004","0.2333","0.2","0.1333","0.1067","17"
"PDX8","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","02 MED","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"PDX8","NA","49960","USP","MDC100-050101 DRIVE","01 HIGH","0.0","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0067","2"
"PDX8","NA","N12270","USP","SMC Speed Control Valve: Elbow Fitting, Knob, 1/4 in/1/8 in Valve Body Size, 1/4 in Tube, Meter Out","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"PDX8","NA","N24793","USP","Slim Electromechanical Relay, SPDT, 6A,24VDC, PCB Terminal, 34 Series","01 HIGH","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","1"
"POZ2","EU","132054","USP","ZEBRA - P1046696-146, EXTENDED LIFE DRIVE BELTS, ZE500/ZE511, HTC 8443.99.2550 C","03 LOW","1.0","1.0","1.0","1.0","8.0","0.0333","0.0167","0.0111","0.0067","1"
"POZ2","EU","226234","USP","SERIAL RS232 TO USB CONVERTER","03 LOW","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"POZ2","EU","3015434","USP","SWIVEL GRIPPER HEAD","01 HIGH","10.0","10.0","10.0","10.0","10.0","0.3333","0.1667","0.1111","0.0667","6"
"POZ2","EU","3022943","USP","HORIZONTAL REAR, POWERSONIC MATED M12 + LBO3K","01 HIGH","3.0","3.0","3.0","3.0","3.0","0.1","0.05","0.0333","0.02","1"
"POZ2","EU","3022950","USP","HORIZONTAL FRONT, POWERSONIC MATED M12 + LBO3K","01 HIGH","3.0","3.0","3.0","3.0","3.0","0.1","0.05","0.0333","0.02","1"
"POZ2","EU","3466243","USP","LEFT HORIZONTAL SEAL BAR ASSY","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"PVD2","NA","1004322","USP","PUSHBUTTON METAL LATCH","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"PVD2","NA","1060925","USP","RING-GRIP QUICK-RELEASE PIN","02 MED","9.0","9.0","9.0","11.0","27.0","0.3","0.15","0.1","0.0733","3"
"PVD2","NA","1061526","USP","SERVO DRVE AMP JR_AUTO JR0000549642","01 HIGH","0.0","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0067","1"
"PVD2","NA","107980","USP","X CODE M12X8 TO RJ45 CBL","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","2"
"PVD2","NA","1113249","USP","URGU48R1-04090N","02 MED","0.0","0.0","0.0","4.0","8.0","0.0","0.0","0.0","0.0267","1"
"PVD2","NA","11424","USP","UNWIND BRAKE BAND CTM PM-BB1030","01 HIGH","0.0","0.0","0.0","4.0","5.0","0.0","0.0","0.0","0.0267","2"
"PVD2","NA","3015435","USP","VERTICAL JAW CABLE MANAGEMENT BACKING PLATE","01 HIGH","0.0","2.0","2.0","2.0","2.0","0.0","0.0333","0.0222","0.0133","2"
"PVD2","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"PVD2","NA","3022945","USP","VERTICAL BOTTOM LOAD CELL","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"PVD2","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"PVD2","NA","3022978","USP","LIDAR SENSOR PICS150-01000 core 1","01 HIGH","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","1"
"PVD2","NA","3022983","USP","RIGHT ISOLATOR PLATE","01 HIGH","7.0","7.0","7.0","7.0","7.0","0.2333","0.1167","0.0778","0.0467","2"
"PVD2","NA","3022987","USP","IO-LINK MASTER, ETHERNET/IP INTERFACE, TOTAL IN- AND OUTPUTS: 16, 4X 2A OUTPUTS","01 HIGH","0.0","0.0","2.0","2.0","2.0","0.0","0.0","0.0222","0.0133","1"
"PVD2","NA","3043405","USP","SENSOR CABLE FEMALE 5-POLE M12 STRAIGHT A CODED TO OPEN END PUR BLACK 5M","01 HIGH","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","1"
"PVD2","NA","3043407","USP","SICK IME2S Series Non-Flush Inductive Non-Contact Safety Switch, 24V dc, Nickel Plated Brass Housing, 2NO, M12","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"PVD2","NA","3466127","USP","SCANNER,BARCODE:DM363 SMARTPACK PRESENTATION READER","01 HIGH","0.0","0.0","2.0","2.0","2.0","0.0","0.0","0.0222","0.0133","1"
"PVD2","NA","3466149","USP","PIVOT BLOCK","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"PVD2","NA","3466243","USP","LEFT HORIZONTAL SEAL BAR ASSY","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","2"
"PVD2","NA","3466251","USP","PIVOT BLOCK - LEFT HORIZONTAL","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"PVD2","NA","3546294","USP","Kinetix VP Motor Cable, 4m","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"PVD2","NA","49344","USP","Zebra ZE52163-R010000Z Print Engine","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"PVD2","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","02 MED","7.0","9.0","11.0","18.0","51.0","0.2333","0.15","0.1222","0.12","16"
"PVD2","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","02 MED","0.0","0.0","2.0","2.0","10.0","0.0","0.0","0.0222","0.0133","1"
"PVD2","NA","N37377","USP","SC300-2 SHOCK ABSORBER","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"RIC4","NA","1000078","USP","Sensor, proximity, SME-8M-DS-24V-K-0, 3-M8D","02 MED","0.0","0.0","2.0","6.0","9.0","0.0","0.0","0.0222","0.04","6"
"RIC4","NA","1001191","USP","VPL-B1003F-PJ12AA SERVO MOTOR","02 MED","0.0","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0067","1"
"RIC4","NA","10043","USP","PLC, CONTROLLER,PROGRAMMABLE:2-1/2 INHT,3-1/2 INWD,1-1/2 INDP,24 V DCVOLT,2.6 MACURRE","02 MED","0.0","1.0","1.0","1.0","2.0","0.0","0.0167","0.0111","0.0067","1"
"RIC4","NA","1004322","USP","PUSHBUTTON METAL LATCH","01 HIGH","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"RIC4","NA","1061198","USP","OLFLEXÂ® VFD SLIM, 14 AWG/4C, REDUCED DIAMETER VFD CABLE WITH ""SURGE GUARD""","02 MED","0.0","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0067","1"
"RIC4","NA","1063086","USP","SWITCH 2VDC PNP 0.5M LEAD M8 C","02 MED","0.0","0.0","1.0","4.0","4.0","0.0","0.0","0.0111","0.0267","3"
"RIC4","NA","10683","USP","WHEEL, WHEEL: LOAD ASSEMBLY","02 MED","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"RIC4","NA","1069554","USP","POWER IO CABLE M12 FOR COGNEX CONN MODULE W DB9","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"RIC4","NA","1071515","USP","Radial/Deep Groove Ball Bearing - Round Bore, 25 mm ID, 42 mm OD, 9 mm Width, Double Shielded, Internal Clearance","02 MED","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"RIC4","NA","1124355","USP","FIXED DRAW ROLLER, SMART PAC","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","2"
"RIC4","NA","11424","USP","UNWIND BRAKE BAND CTM PM-BB1030","02 MED","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0"
"RIC4","NA","2066703","USP","BEARING BLOCK, LINEAR","02 MED","0.0","0.0","2.0","12.0","36.0","0.0","0.0","0.0222","0.08","2"
"RIC4","NA","3022931","USP","MALE INSERT 5 PIN","01 HIGH","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"RIC4","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","0.0","0.0","0.0","6.0","19.0","0.0","0.0","0.0","0.04","2"
"RIC4","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","2.0","2.0","4.0","4.0","4.0","0.0667","0.0333","0.0444","0.0267","2"
"RIC4","NA","3022945","USP","VERTICAL BOTTOM LOAD CELL","01 HIGH","0.0","0.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0267","3"
"RIC4","NA","3022948","USP","FLAT HEAD SOCKET CAP SCREW","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"RIC4","NA","3022950","USP","HORIZONTAL FRONT, POWERSONIC MATED M12 + LBO3K","01 HIGH","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","1"
"RIC4","NA","3022951","USP","RTD, PT100, DIA 3MM, L 18MM, 3","01 HIGH","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"RIC4","NA","3022953","USP","GUARDING T-BLOCK","01 HIGH","0.0","0.0","0.0","0.0","10.0","0.0","0.0","0.0","0.0","0"
"RIC4","NA","3022958","USP","DIVERT PLATE, TOP","01 HIGH","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"RIC4","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","26.0","26.0","26.0","26.0","26.0","0.8667","0.4333","0.2889","0.1733","1"
"RIC4","NA","3022971","USP","FAST CONNECTION-PEG","01 HIGH","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"RIC4","NA","3022978","USP","LIDAR SENSOR PICS150-01000 core 1","01 HIGH","1.0","1.0","3.0","4.0","4.0","0.0333","0.0167","0.0333","0.0267","5"
"RIC4","NA","3022982","USP","LEFT ISOLATOR PLATE","01 HIGH","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0111","0.0067","1"
"RIC4","NA","3022987","USP","IO-LINK MASTER, ETHERNET/IP INTERFACE, TOTAL IN- AND OUTPUTS: 16, 4X 2A OUTPUTS","01 HIGH","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"RIC4","NA","3037852","USP","LEFT HOR HEATER CABLE ASSY","01 HIGH","4.0","4.0","4.0","4.0","4.0","0.1333","0.0667","0.0444","0.0267","1"
"RIC4","NA","3043408","USP","M12, 5-pin female to flying leads, 10m Cable","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"RIC4","NA","33053","USP","SENSOR CABLE, 5M GREY, M12 FEMALE 8P STRAIGHT TO OPEN ENDED, CONTINUOUS FLEX, PUR-OB","02 MED","0.0","0.0","0.0","3.0","5.0","0.0","0.0","0.0","0.02","1"
"RIC4","NA","3466138","USP","VERTICAL VPL SERIES, FRAME SIZE 100MM, T WINDING, RATED SPEED 7200-80","01 HIGH","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","2"
"RIC4","NA","3466140","USP","KINETIX VP LOW INERTIA MOTOR,","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"RIC4","NA","3466144","USP","SERVO DRIVE","01 HIGH","10.0","10.0","10.0","10.0","10.0","0.3333","0.1667","0.1111","0.0667","2"
"RIC4","NA","3466145","USP","RIGHT HORIZONTAL SEAL BAR ASSY","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"RIC4","NA","3466149","USP","PIVOT BLOCK","01 HIGH","4.0","4.0","4.0","4.0","4.0","0.1333","0.0667","0.0444","0.0267","1"
"RIC4","NA","3466170","USP","DSNU, BORE 25MM, STROKE 100MM, DOUBLE ACTING, LATERAL AIR,","01 HIGH","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"RIC4","NA","3466223","USP","243TEETH 32 T5/1215","01 HIGH","0.0","0.0","3.0","4.0","5.0","0.0","0.0","0.0333","0.0267","4"
"RIC4","NA","3466248","USP","PRECISION LINEAR SHAFT, DIA 12","01 HIGH","0.0","0.0","1.0","1.0","2.0","0.0","0.0","0.0111","0.0067","1"
"RIC4","NA","3466251","USP","PIVOT BLOCK - LEFT HORIZONTAL","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"RIC4","NA","49344","USP","Zebra ZE52163-R010000Z Print Engine","02 MED","1.0","2.0","2.0","3.0","3.0","0.0333","0.0333","0.0222","0.02","3"
"RIC4","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","02 MED","1.0","2.0","3.0","5.0","14.0","0.0333","0.0333","0.0333","0.0333","5"
"RIC4","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","02 MED","1.0","1.0","1.0","1.0","6.0","0.0333","0.0167","0.0111","0.0067","1"
"RIC4","NA","N12270","USP","SMC Speed Control Valve: Elbow Fitting, Knob, 1/4 in/1/8 in Valve Body Size, 1/4 in Tube, Meter Out","02 MED","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"RIC4","NA","N53951","USP","RADIAL BALL BEARING","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SAN3","NA","1000078","USP","Sensor, proximity, SME-8M-DS-24V-K-0, 3-M8D","03 LOW","0.0","0.0","0.0","13.0","14.0","0.0","0.0","0.0","0.0867","2"
"SAN3","NA","1001191","USP","VPL-B1003F-PJ12AA SERVO MOTOR","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"SAN3","NA","1001803","USP","Switch, Auxiliary, Supplementary Protector Accessory","02 MED","9.0","9.0","9.0","9.0","9.0","0.3","0.15","0.1","0.06","1"
"SAN3","NA","10043","USP","PLC, CONTROLLER,PROGRAMMABLE:2-1/2 INHT,3-1/2 INWD,1-1/2 INDP,24 V DCVOLT,2.6 MACURRE","02 MED","15.0","15.0","15.0","15.0","15.0","0.5","0.25","0.1667","0.1","2"
"SAN3","NA","1004322","USP","PUSHBUTTON METAL LATCH","02 MED","19.0","19.0","19.0","19.0","19.0","0.6333","0.3167","0.2111","0.1267","1"
"SAN3","NA","10076","USP","UNWIND DANCER ARM UNWIND SPRING","02 MED","3.0","3.0","3.0","3.0","3.0","0.1","0.05","0.0333","0.02","1"
"SAN3","NA","10086","USP","WASHER: CAPTURE CTM PM-FANU30375","03 LOW","5.0","5.0","5.0","5.0","5.0","0.1667","0.0833","0.0556","0.0333","1"
"SAN3","NA","10090","USP","Shoulder Screw,18-8 Stainless Steel,3/8"""" Shoulder Dia., 1"""" Shoulder Length,5/16-18 Thread,PK2","03 LOW","5.0","5.0","5.0","5.0","5.0","0.1667","0.0833","0.0556","0.0333","1"
"SAN3","NA","10095","USP","FLANGED BUSHING","03 LOW","5.0","5.0","5.0","5.0","5.0","0.1667","0.0833","0.0556","0.0333","1"
"SAN3","NA","10096","USP","WASHER: THRUST, BRONZE","03 LOW","5.0","5.0","5.0","5.0","5.0","0.1667","0.0833","0.0556","0.0333","1"
"SAN3","NA","10105","USP","SPRING: REWIND CLUTCH, MED DUTY, .97OD X .080 WIRE DIA","02 MED","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","2"
"SAN3","NA","10191","USP","THRUST BALL BEARING, 3/4"" ID X 1-5/16"" OD X 9/32"" HT., STEEL","01 HIGH","4.0","4.0","4.0","4.0","4.0","0.1333","0.0667","0.0444","0.0267","1"
"SAN3","NA","1061526","USP","SERVO DRVE AMP JR_AUTO JR0000549642","02 MED","0.0","0.0","3.0","5.0","6.0","0.0","0.0","0.0333","0.0333","4"
"SAN3","NA","1063086","USP","SWITCH 2VDC PNP 0.5M LEAD M8 C","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"SAN3","NA","10683","USP","WHEEL, WHEEL: LOAD ASSEMBLY","01 HIGH","0.0","0.0","4.0","4.0","7.0","0.0","0.0","0.0444","0.0267","2"
"SAN3","NA","1071515","USP","Radial/Deep Groove Ball Bearing - Round Bore, 25 mm ID, 42 mm OD, 9 mm Width, Double Shielded, Internal Clearance","02 MED","0.0","0.0","24.0","24.0","24.0","0.0","0.0","0.2667","0.16","1"
"SAN3","NA","1071516","USP","REPLACEMENT BELT – 18”W FOR CO","01 HIGH","24.0","24.0","24.0","24.0","24.0","0.8","0.4","0.2667","0.16","2"
"SAN3","NA","11082","USP","SMART PACK FILTER REPLACEMENT  (PID)","03 LOW","8.0","8.0","8.0","8.0","8.0","0.2667","0.1333","0.0889","0.0533","1"
"SAN3","NA","1113249","USP","URGU48R1-04090N","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"SAN3","NA","11147","USP","VHI425A-GV W/ GV4G6","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"SAN3","NA","1116318","USP","ULTRASONIC SENSOR, PICO+","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"SAN3","NA","1124355","USP","FIXED DRAW ROLLER, SMART PAC","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SAN3","NA","11409","USP","TAMPA","02 MED","0.0","2.0","2.0","2.0","2.0","0.0","0.0333","0.0222","0.0133","1"
"SAN3","NA","11424","USP","UNWIND BRAKE BAND CTM PM-BB1030","01 HIGH","5.0","5.0","5.0","5.0","5.0","0.1667","0.0833","0.0556","0.0333","1"
"SAN3","NA","14325","USP","WIRING TOOL required for insertion/extraction @ terminal strip","02 MED","5.0","5.0","5.0","5.0","5.0","0.1667","0.0833","0.0556","0.0333","1"
"SAN3","NA","19978","USP","TIME DELAY FUSE, 30A, CLASS J, 300KA, 600VAC","02 MED","12.0","12.0","12.0","12.0","12.0","0.4","0.2","0.1333","0.08","1"
"SAN3","NA","2066701","USP","ROLLER, MOVING DRAW ROLLER (SMART PAC)","02 MED","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","1"
"SAN3","NA","23103","USP","Time Delay, Cylindrical, Fuse, GDC Series, 250VAC, Indicating (5 PK)","03 LOW","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","1"
"SAN3","NA","3015434","USP","SWIVEL GRIPPER HEAD","03 LOW","0.0","3.0","6.999999999999999","57.0","78.0","0.0","0.05","0.0778","0.38","7"
"SAN3","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","0.0","5.0","5.0","7.0","8.0","0.0","0.0833","0.0556","0.0467","3"
"SAN3","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","1.0","1.0","2.0","7.0","7.0","0.0333","0.0167","0.0222","0.0467","4"
"SAN3","NA","3022943","USP","HORIZONTAL REAR, POWERSONIC MATED M12 + LBO3K","01 HIGH","0.0","0.0","3.0","3.0","3.0","0.0","0.0","0.0333","0.02","1"
"SAN3","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","0.0","2.0","6.0","6.0","31.0","0.0","0.0333","0.0667","0.04","3"
"SAN3","NA","3022978","USP","LIDAR SENSOR PICS150-01000 core 1","01 HIGH","0.0","2.0","2.0","2.0","2.0","0.0","0.0333","0.0222","0.0133","1"
"SAN3","NA","3022987","USP","IO-LINK MASTER, ETHERNET/IP INTERFACE, TOTAL IN- AND OUTPUTS: 16, 4X 2A OUTPUTS","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SAN3","NA","3032133","USP","COMPRESSION SPRING T=1.4 OD=20 ID=17","01 HIGH","12.0","12.0","12.0","12.0","12.0","0.4","0.2","0.1333","0.08","1"
"SAN3","NA","3043408","USP","M12, 5-pin female to flying leads, 10m Cable","02 MED","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","1"
"SAN3","NA","3043436","USP","Kinetix 5700 Servo Drive","02 MED","5.0","5.0","5.0","5.0","6.0","0.1667","0.0833","0.0556","0.0333","4"
"SAN3","NA","33053","USP","SENSOR CABLE, 5M GREY, M12 FEMALE 8P STRAIGHT TO OPEN ENDED, CONTINUOUS FLEX, PUR-OB","02 MED","8.0","8.0","8.0","8.0","8.0","0.2667","0.1333","0.0889","0.0533","2"
"SAN3","NA","3466147","USP","COMPACT CYLINDER ADN-32-25-I-P-A-S2","01 HIGH","0.0","2.0","4.0","4.0","4.0","0.0","0.0333","0.0444","0.0267","3"
"SAN3","NA","3466149","USP","PIVOT BLOCK","01 HIGH","4.0","4.0","4.0","4.0","4.0","0.1333","0.0667","0.0444","0.0267","1"
"SAN3","NA","3466170","USP","DSNU, BORE 25MM, STROKE 100MM, DOUBLE ACTING, LATERAL AIR,","01 HIGH","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","1"
"SAN3","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","01 HIGH","20.000000000000004","28.0","32.0","37.99999999999999","49.00000000000001","0.6667","0.4667","0.3556","0.2533","24"
"SAN3","NA","49960","USP","MDC100-050101 DRIVE","01 HIGH","6.0","6.0","7.0","9.0","10.0","0.2","0.1","0.0778","0.06","6"
"SAN3","NA","61591","USP","TUBE FITTING, M5 TO 4MM","02 MED","9.0","9.0","9.0","9.0","10.0","0.3","0.15","0.1","0.06","2"
"SAN3","NA","72902","USP","kit,motor assy, high speed...","03 LOW","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","2"
"SAN3","NA","76580","USP","PROGRAMMED MAPLE DISPLAY UNIT FOR 3600A APPLICATOR","02 MED","3.0","3.0","3.0","3.0","3.0","0.1","0.05","0.0333","0.02","1"
"SAN3","NA","N12270","USP","SMC Speed Control Valve: Elbow Fitting, Knob, 1/4 in/1/8 in Valve Body Size, 1/4 in Tube, Meter Out","01 HIGH","5.0","5.0","5.0","5.0","7.0","0.1667","0.0833","0.0556","0.0333","3"
"SAN3","NA","N24793","USP","Slim Electromechanical Relay, SPDT, 6A,24VDC, PCB Terminal, 34 Series","01 HIGH","0.0","0.0","6.0","6.0","7.0","0.0","0.0","0.0667","0.04","1"
"SAN3","NA","N37377","USP","SC300-2 SHOCK ABSORBER","02 MED","1.0","3.0","3.0","3.0","3.0","0.0333","0.05","0.0333","0.02","4"
"SAN3","NA","N53977","USP","I110-E0454 SAFETY SWITCH","02 MED","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","1"
"SAN3","NA","N53990","USP","LINEAR RAIL","03 LOW","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","1"
"SAT3","NA","1000078","USP","Sensor, proximity, SME-8M-DS-24V-K-0, 3-M8D","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SAT3","NA","1001803","USP","Switch, Auxiliary, Supplementary Protector Accessory","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SAT3","NA","10683","USP","WHEEL, WHEEL: LOAD ASSEMBLY","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SAT3","NA","1069554","USP","POWER IO CABLE M12 FOR COGNEX CONN MODULE W DB9","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"SAT3","NA","1071516","USP","REPLACEMENT BELT – 18”W FOR CO","01 HIGH","0.0","0.0","0.0","0.0","14.0","0.0","0.0","0.0","0.0","0"
