"site","region","apn","product","part_description","sto_class","req_number","req_qty","req_date","days_open"
"MQY1","NA","3466248","USP","PRECISION LINEAR SHAFT, DIA 12","02 MED","1856486","2.0","2026-06-22","39"
"TYS1","NA","3466248","USP","PRECISION LINEAR SHAFT, DIA 12","01 HIGH","1855367","1.0","2026-06-22","39"
"DAB2","NA","3466144","USP","SERVO DRIVE","01 HIGH","1857080","1.0","2026-06-23","38"
"DEN4","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","1858530","6.0","2026-06-23","38"
"ELP1","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","02 MED","1857362","2.0","2026-06-23","38"
"ORD5","NA","3015435","USP","VERTICAL JAW CABLE MANAGEMENT BACKING PLATE","01 HIGH","1858357","1.0","2026-06-23","38"
"OXR1","NA","1004322","USP","PUSHBUTTON METAL LATCH","02 MED","1858554","5.0","2026-06-23","38"
"SHV1","NA","C-3766","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1858201","1.0","2026-06-23","38"
"SYR1","NA","3022967","USP","ZIP TIES, STANDARD","01 HIGH","1857681","1.0","2026-06-23","38"
"SYR1","NA","3022976","USP","FLAT HEAD SOCKET CAP SCREW","01 HIGH","1857229","2.0","2026-06-23","38"
"SYR1","NA","3029778","USP","CABLE, NIP ROLLER MOTOR SERVO","01 HIGH","1857681","1.0","2026-06-23","38"
"SYR1","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","01 HIGH","1857681","2.0","2026-06-23","38"
"SAV4","NA","3022982","USP","LEFT ISOLATOR PLATE","01 HIGH","1858903","1.0","2026-06-24","37"
"SHV1","NA","3055556","URL","UL 489 CIRCUIT BREAKER, 2A, 1 POLE, CURVE C, 10KAIC @ 480/277VAC","02 MED","1858794","1.0","2026-06-24","37"
"SHV1","NA","N38334","EcoPac","SAFETY D/O MODULE, POINT I/O, 24VDC, 8PTS","02 MED","1858794","2.0","2026-06-24","37"
"ABQ1","NA","3022978","USP","LIDAR SENSOR PICS150-01000 core 1","01 HIGH","1861590","1.0","2026-06-25","36"
"MLI1","NA","10043","USP","PLC, CONTROLLER,PROGRAMMABLE:2-1/2 INHT,3-1/2 INWD,1-1/2 INDP,24 V DCVOLT,2.6 MACURRE","02 MED","1861458","1.0","2026-06-25","36"
"SAN3","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","1861613","2.0","2026-06-25","36"
"BOS3","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","02 MED","1862286","11.0","2026-06-26","35"
"FSD1","NA","3466132","USP","PNUEMATIC FITTING","01 HIGH","1862265","1.0","2026-06-26","35"
"FSD1","NA","72902","USP","kit,motor assy, high speed...","01 HIGH","1862265","1.0","2026-06-26","35"
"HOU6","NA","3464199","USP","SENSOR, FIBER OPTIC THIN ZERO SPACE, SIDE VIEW TYP","01 HIGH","1862940","1.0","2026-06-26","35"
"SAN3","NA","3466147","USP","COMPACT CYLINDER ADN-32-25-I-P-A-S2","01 HIGH","1863675","2.0","2026-06-27","34"
"SBD6","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","1863788","3.0","2026-06-27","34"
"CLE3","NA","3524441","EcoPac","STAFFA SMBR  8-8","01 HIGH","1863914","6.0","2026-06-28","33"
"BDL4","NA","N24793","USP","Slim Electromechanical Relay, SPDT, 6A,24VDC, PCB Terminal, 34 Series","01 HIGH","1863998","3.0","2026-06-29","32"
"PAE2","NA","3466132","USP","PNUEMATIC FITTING","01 HIGH","1864467","1.0","2026-06-29","32"
"PDX8","NA","3466127","USP","SCANNER,BARCODE:DM363 SMARTPACK PRESENTATION READER","01 HIGH","1864329","1.0","2026-06-29","32"
"SCK6","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","01 HIGH","1864208","1.0","2026-06-29","32"
"IGQ1","NA","3031139","USP","RIGHT HORIZONTAL HEATER CABLE","01 HIGH","1866773","1.0","2026-06-30","31"
"AGS1","NA","1004322","USP","PUSHBUTTON METAL LATCH","01 HIGH","1868160","1.0","2026-07-01","30"
"CLE3","NA","C-2348","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1868060","4.0","2026-07-01","30"
"IGQ1","NA","3466147","USP","COMPACT CYLINDER ADN-32-25-I-P-A-S2","01 HIGH","1868144","1.0","2026-07-01","30"
"ORD5","NA","11519","USP","Zebra Kit Maint Door Open Swch RH/LH","02 MED","1868111","1.0","2026-07-01","30"
"AKC1","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","1869314","2.0","2026-07-02","29"
"DAB2","NA","3022951","USP","RTD, PT100, DIA 3MM, L 18MM, 3","01 HIGH","1869553","1.0","2026-07-02","29"
"DAB2","NA","3022969","USP","VERTICAL CARTRIDGE HEATER","01 HIGH","1869553","1.0","2026-07-02","29"
"DAB2","NA","3466134","USP","ROLLING BEARING  61802-2RS1","01 HIGH","1869553","22.0","2026-07-02","29"
"GEG1","NA","1004322","USP","PUSHBUTTON METAL LATCH","02 MED","1869661","14.0","2026-07-02","29"
"IGQ1","NA","3466127","USP","SCANNER,BARCODE:DM363 SMARTPACK PRESENTATION READER","01 HIGH","1869748","1.0","2026-07-02","29"
"PVD2","NA","1060925","USP","RING-GRIP QUICK-RELEASE PIN","02 MED","1868619","8.0","2026-07-02","29"
"MTN1","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","01 HIGH","1871032","1.0","2026-07-03","28"
"ORF3","NA","3464199","USP","SENSOR, FIBER OPTIC THIN ZERO SPACE, SIDE VIEW TYP","02 MED","1870826","3.0","2026-07-03","28"
"ORF4","NA","3020087","URL","ROLLER_DRIVE","02 MED","1870864","1.0","2026-07-03","28"
"ORF4","NA","3051070","URL","MT11071, SPRING","02 MED","1870864","1.0","2026-07-03","28"
"ORF4","NA","3129312","URL","ILLUMINATED ESTOP STATION","02 MED","1870864","1.0","2026-07-03","28"
"ORF4","NA","3129347","URL","SWITCHING AUTOMATION LIGHT GRIDS SLG-2 (SLG10S-010SBR21D40)","02 MED","1870864","1.0","2026-07-03","28"
"ORF4","NA","3288498","URL","Conveyor Belt","02 MED","1870864","1.0","2026-07-03","28"
"ORF4","NA","3288499","URL","TT End Roller","02 MED","1870864","2.0","2026-07-03","28"
"ORF4","NA","3288502","URL","RJ45 INDUSTRIAL PLUG 09451511100","02 MED","1870864","1.0","2026-07-03","28"
"ORF4","NA","3288503","URL","Drive Roller Bearing","02 MED","1870864","1.0","2026-07-03","28"
"SCK6","NA","3022945","USP","VERTICAL BOTTOM LOAD CELL","01 HIGH","1870223","1.0","2026-07-03","28"
"YXU1","NA","1061778","USP","RT-B1221","01 HIGH","1870482","2.0","2026-07-03","28"
"BOS3","NA","3466191","USP","ROD COUPLER, M10X1.25, STEEL (","01 HIGH","1872334","2.0","2026-07-06","25"
"DET6","NA","3043423","USP","FUSE,5 AMP,250V","01 HIGH","1872640","2.0","2026-07-06","25"
"SAT3","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","1872031","4.0","2026-07-06","25"
"SYR1","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","1871879","1.0","2026-07-06","25"
"CLE3","NA","3288498","URL","Conveyor Belt","01 HIGH","1874421","1.0","2026-07-07","24"
"PDX8","NA","3022971","USP","FAST CONNECTION-PEG","01 HIGH","1873485","1.0","2026-07-07","24"
"SAN3","NA","3466149","USP","PIVOT BLOCK","01 HIGH","1874362","2.0","2026-07-07","24"
"SAT3","NA","3022978","USP","LIDAR SENSOR PICS150-01000 core 1","01 HIGH","1874432","1.0","2026-07-07","24"
"SAT3","NA","3466258","USP","LEFT VERTICAL SEAL BAR ASSY","01 HIGH","1873402","1.0","2026-07-07","24"
"SHV1","NA","3040797","EcoPac","SHARE 400X28X8","02 MED","1873473","1.0","2026-07-07","24"
"BDL4","NA","3037848","USP","LEFT VER HEATER CABLE ASSY","01 HIGH","1874502","1.0","2026-07-08","23"
"BDL4","NA","3037852","USP","LEFT HOR HEATER CABLE ASSY","01 HIGH","1874502","1.0","2026-07-08","23"
"MQY1","NA","3029777","USP","Ring, Centering sleeve ZBH-7-B","01 HIGH","1874542","2.0","2026-07-08","23"
"MQY1","NA","3029778","USP","CABLE, NIP ROLLER MOTOR SERVO","01 HIGH","1874542","1.0","2026-07-08","23"
"MQY1","NA","3033957","USP","Ring, Centering sleeve ZBH-5-B","01 HIGH","1874542","3.0","2026-07-08","23"
"MQY1","NA","3037851","USP","ALTERNATE PLASTIC P-CLIP (MUST DRILL MOUNTING HOLE TO M6)","01 HIGH","1874542","2.0","2026-07-08","23"
"MQY1","NA","3464199","USP","SENSOR, FIBER OPTIC THIN ZERO SPACE, SIDE VIEW TYP","02 MED","1874542","4.0","2026-07-08","23"
"MQY1","NA","3546294","USP","Kinetix VP Motor Cable, 4m","01 HIGH","1874542","1.0","2026-07-08","23"
"MQY1","NA","94998","USP","CYLINDER, ISO, PROX, X100MM, DA, MAG C03","02 MED","1874542","1.0","2026-07-08","23"
"RIC4","NA","3022948","USP","FLAT HEAD SOCKET CAP SCREW","01 HIGH","1875467","1.0","2026-07-08","23"
"RIC4","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","1875467","11.0","2026-07-08","23"
"RIC4","NA","3466149","USP","PIVOT BLOCK","01 HIGH","1875467","2.0","2026-07-08","23"
"SYR1","NA","3466248","USP","PRECISION LINEAR SHAFT, DIA 12","01 HIGH","1874564","2.0","2026-07-08","23"
"TLH2","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","1875506","10.0","2026-07-08","23"
"ORF4","NA","C-3765","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1876069","1.0","2026-07-09","22"
"OXR1","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","1876295","1.0","2026-07-09","22"
"YXU1","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","1878604","5.0","2026-07-10","21"
"SAT3","NA","3037848","USP","LEFT VER HEATER CABLE ASSY","01 HIGH","1879281","1.0","2026-07-11","20"
"DET6","NA","10683","USP","WHEEL, WHEEL: LOAD ASSEMBLY","01 HIGH","1879476","3.0","2026-07-12","19"
"CLE3","NA","3524442","EcoPac","VALVOLA OBLIQUA  VZXF-L-M22C-M-A","01 HIGH","1880455","7.0","2026-07-13","18"
"ORF4","NA","3129289","URL","O RING, 10026407 BS1806-020 VMQ70","02 MED","1880810","800.0","2026-07-13","18"
"POZ2","EU","3022982","USP","LEFT ISOLATOR PLATE","01 HIGH","10710254","1.0","2026-07-13","18"
"SHV1","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","1879603","1.0","2026-07-13","18"
"TYS1","NA","3037848","USP","LEFT VER HEATER CABLE ASSY","01 HIGH","1879678","1.0","2026-07-13","18"
"TYS1","NA","72902","USP","kit,motor assy, high speed...","02 MED","1879678","1.0","2026-07-13","18"
"DEN4","NA","3022982","USP","LEFT ISOLATOR PLATE","01 HIGH","1881562","2.0","2026-07-14","17"
"ELP1","NA","3022978","USP","LIDAR SENSOR PICS150-01000 core 1","02 MED","1881443","1.0","2026-07-14","17"
"PVD2","NA","3043405","USP","SENSOR CABLE FEMALE 5-POLE M12 STRAIGHT A CODED TO OPEN END PUR BLACK 5M","01 HIGH","1881951","1.0","2026-07-14","17"
"SCK6","NA","2066701","USP","ROLLER, MOVING DRAW ROLLER (SMART PAC)","02 MED","1881668","1.0","2026-07-14","17"
"SCK6","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","1881668","1.0","2026-07-14","17"
"SCK6","NA","3022976","USP","FLAT HEAD SOCKET CAP SCREW","01 HIGH","1881668","2.0","2026-07-14","17"
"NCL1","EU","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","10712038","7.0","2026-07-15","16"
"NCL1","EU","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","10712038","2.0","2026-07-15","16"
"NCL1","EU","3022983","USP","RIGHT ISOLATOR PLATE","01 HIGH","10712038","1.0","2026-07-15","16"
"ORF4","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","1882669","1.0","2026-07-15","16"
"YXU1","NA","11409","USP","TAMPA","02 MED","1883423","1.0","2026-07-15","16"
"ABQ1","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","02 MED","1885242","1.0","2026-07-16","15"
"DAB2","NA","72902","USP","kit,motor assy, high speed...","02 MED","1884305","1.0","2026-07-16","15"
"MQY1","NA","3032133","USP","COMPRESSION SPRING T=1.4 OD=20 ID=17","01 HIGH","1884208","20.0","2026-07-16","15"
"ORF4","NA","C-3779","EcoPac","SHAFT D 25X696","01 HIGH","1885286","1.0","2026-07-16","15"
"PVD2","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","02 MED","1884636","20.0","2026-07-16","15"
"RIC4","NA","3466138","USP","VERTICAL VPL SERIES, FRAME SIZE 100MM, T WINDING, RATED SPEED 7200-80","01 HIGH","1884510","2.0","2026-07-16","15"
"RIC4","NA","49344","USP","Zebra ZE52163-R010000Z Print Engine","02 MED","1884330","1.0","2026-07-16","15"
"SBD6","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","1884650","1.0","2026-07-16","15"
"SHV1","NA","3076039","EcoPac","BELT, SW125 00+01 BLACK,  37"" WIDE, OPEN ROLL","01 HIGH","1883876","100.0","2026-07-16","15"
"SHV1","NA","3076043","EcoPac","BELT, SW125 00+01 BLACK,  39"" WIDE, OPEN ROLL","01 HIGH","1883876","100.0","2026-07-16","15"
"TLH2","NA","3037850","USP","ZIP TIES, STANDARD","01 HIGH","1885013","1.0","2026-07-16","15"
"TPA4","NA","3043407","USP","SICK IME2S Series Non-Flush Inductive Non-Contact Safety Switch, 24V dc, Nickel Plated Brass Housing, 2NO, M12","01 HIGH","1884941","1.0","2026-07-16","15"
"AUS2","NA","3022951","USP","RTD, PT100, DIA 3MM, L 18MM, 3","01 HIGH","1886465","1.0","2026-07-17","14"
"AUS2","NA","3466147","USP","COMPACT CYLINDER ADN-32-25-I-P-A-S2","01 HIGH","1886465","1.0","2026-07-17","14"
"EMA2","EU","72902","USP","kit,motor assy, high speed...","01 HIGH","10713255","1.0","2026-07-17","14"
"MLI1","NA","3464199","USP","SENSOR, FIBER OPTIC THIN ZERO SPACE, SIDE VIEW TYP","03 LOW","1886157","1.0","2026-07-17","14"
"ORF3","NA","3466258","USP","LEFT VERTICAL SEAL BAR ASSY","01 HIGH","1886409","2.0","2026-07-17","14"
"SAT3","NA","3029777","USP","Ring, Centering sleeve ZBH-7-B","01 HIGH","1885531","2.0","2026-07-17","14"
"SAT3","NA","3029778","USP","CABLE, NIP ROLLER MOTOR SERVO","01 HIGH","1885531","1.0","2026-07-17","14"
"SAT3","NA","3032133","USP","COMPRESSION SPRING T=1.4 OD=20 ID=17","01 HIGH","1885531","12.0","2026-07-17","14"
"SAT3","NA","3033957","USP","Ring, Centering sleeve ZBH-5-B","01 HIGH","1885531","3.0","2026-07-17","14"
"SAT3","NA","3037851","USP","ALTERNATE PLASTIC P-CLIP (MUST DRILL MOUNTING HOLE TO M6)","01 HIGH","1885531","2.0","2026-07-17","14"
"SAT3","NA","3546294","USP","Kinetix VP Motor Cable, 4m","01 HIGH","1885531","1.0","2026-07-17","14"
"TPA4","NA","3022940","USP","VERTICAL JAW CABLE MANAGEMENT BACKING PLATE","01 HIGH","1886277","1.0","2026-07-17","14"
"TPA4","NA","3022942","USP","CLAMP, LOOP NYLON 7/8"" X 1 1/2","01 HIGH","1886277","1.0","2026-07-17","14"
"TPA4","NA","3022958","USP","DIVERT PLATE, TOP","01 HIGH","1886277","1.0","2026-07-17","14"
"TPA4","NA","3029778","USP","CABLE, NIP ROLLER MOTOR SERVO","01 HIGH","1886277","1.0","2026-07-17","14"
"TPA4","NA","3032133","USP","COMPRESSION SPRING T=1.4 OD=20 ID=17","01 HIGH","1886277","8.0","2026-07-17","14"
"TPA4","NA","3208459","USP","FIELD ATTACHABLE CONNECTOR","01 HIGH","1886277","1.0","2026-07-17","14"
"TPA4","NA","3466147","USP","COMPACT CYLINDER ADN-32-25-I-P-A-S2","01 HIGH","1886277","1.0","2026-07-17","14"
"TYS1","NA","3464199","USP","SENSOR, FIBER OPTIC THIN ZERO SPACE, SIDE VIEW TYP","01 HIGH","1885546","1.0","2026-07-17","14"
"YYC4","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","1886471","2.0","2026-07-17","14"
"ABQ1","NA","3022940","USP","VERTICAL JAW CABLE MANAGEMENT BACKING PLATE","01 HIGH","1888848","2.0","2026-07-20","11"
"ABQ1","NA","3022942","USP","CLAMP, LOOP NYLON 7/8"" X 1 1/2","01 HIGH","1888848","3.0","2026-07-20","11"
"ABQ1","NA","3022958","USP","DIVERT PLATE, TOP","01 HIGH","1888848","2.0","2026-07-20","11"
"ABQ1","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","1888848","17.0","2026-07-20","11"
"ABQ1","NA","3466153","USP","RIGHT VERTICAL SEAL BAR ASSY","01 HIGH","1888848","1.0","2026-07-20","11"
"ABQ1","NA","3466170","USP","DSNU, BORE 25MM, STROKE 100MM, DOUBLE ACTING, LATERAL AIR,","01 HIGH","1888848","1.0","2026-07-20","11"
"AGS1","NA","3022945","USP","VERTICAL BOTTOM LOAD CELL","01 HIGH","1887540","2.0","2026-07-20","11"
"HOU6","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","1888628","8.0","2026-07-20","11"
"HOU6","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","1888628","1.0","2026-07-20","11"
"HOU6","NA","49225","USP","HEX HEAD CAP SCREW  CTM PM-FAHHSS50557","03 LOW","1888626","1.0","2026-07-20","11"
"IGQ1","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","01 HIGH","1887763","1.0","2026-07-20","11"
"PDX8","NA","3466132","USP","PNUEMATIC FITTING","01 HIGH","1887967","1.0","2026-07-20","11"
"SHV1","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","02 MED","1887547","3.0","2026-07-20","11"
"TLH2","NA","3466258","USP","LEFT VERTICAL SEAL BAR ASSY","01 HIGH","1888537","1.0","2026-07-20","11"
"MQY1","NA","3022945","USP","VERTICAL BOTTOM LOAD CELL","01 HIGH","1890268","1.0","2026-07-21","10"
"ORF4","NA","2031551","URL","Zebra ZE511 print head 300dpi ZE511 RH&L","02 MED","1889595","1.0","2026-07-21","10"
"ORF4","NA","C-3766","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1889247","1.0","2026-07-21","10"
"OXR1","NA","3043423","USP","FUSE,5 AMP,250V","02 MED","1889299","1.0","2026-07-21","10"
"OXR1","NA","49960","USP","MDC100-050101 DRIVE","02 MED","1889299","1.0","2026-07-21","10"
"RIC4","NA","3466144","USP","SERVO DRIVE","01 HIGH","1889408","1.0","2026-07-21","10"
"SYR1","NA","3022971","USP","FAST CONNECTION-PEG","01 HIGH","1889268","3.0","2026-07-21","10"
"SYR1","NA","3022978","USP","LIDAR SENSOR PICS150-01000 core 1","01 HIGH","1889533","1.0","2026-07-21","10"
"SYR1","NA","3037851","USP","ALTERNATE PLASTIC P-CLIP (MUST DRILL MOUNTING HOLE TO M6)","01 HIGH","1889268","1.0","2026-07-21","10"
"SYR1","NA","3466127","USP","SCANNER,BARCODE:DM363 SMARTPACK PRESENTATION READER","01 HIGH","1889529","2.0","2026-07-21","10"
"SYR1","NA","3466153","USP","RIGHT VERTICAL SEAL BAR ASSY","01 HIGH","1889524","1.0","2026-07-21","10"
"SYR1","NA","3466258","USP","LEFT VERTICAL SEAL BAR ASSY","01 HIGH","1889529","1.0","2026-07-21","10"
"YYC4","NA","3037848","USP","LEFT VER HEATER CABLE ASSY","01 HIGH","1889513","1.0","2026-07-21","10"
"BDL4","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","01 HIGH","1890561","1.0","2026-07-22","9"
"BOS3","NA","3022932","USP","SENSOR FLAG PIN, USP TRIGGER GATE","01 HIGH","1891150","2.0","2026-07-22","9"
"BOS3","NA","3022938","USP","CAPTIVE SCREW RETAINER","01 HIGH","1891150","2.0","2026-07-22","9"
"BOS3","NA","3022956","USP","ROTATED CABLE EXIT VERTICAL LOAD CELL HOLDER BLOCK","01 HIGH","1891150","2.0","2026-07-22","9"
"BOS3","NA","3361381","USP","Fork sensor","01 HIGH","1891150","2.0","2026-07-22","9"
"BOS3","NA","3466170","USP","DSNU, BORE 25MM, STROKE 100MM, DOUBLE ACTING, LATERAL AIR,","01 HIGH","1891150","1.0","2026-07-22","9"
"GEG1","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","1891942","4.0","2026-07-22","9"
"BOS3","NA","10076","USP","UNWIND DANCER ARM UNWIND SPRING","02 MED","1893125","1.0","2026-07-23","8"
"BOS3","NA","3466258","USP","LEFT VERTICAL SEAL BAR ASSY","01 HIGH","1892457","1.0","2026-07-23","8"
"CLE3","NA","C-1049","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","1892119","2.0","2026-07-23","8"
"DET6","NA","1060925","USP","RING-GRIP QUICK-RELEASE PIN","01 HIGH","1893393","1.0","2026-07-23","8"
"DET6","NA","3015434","USP","SWIVEL GRIPPER HEAD","01 HIGH","1893393","1.0","2026-07-23","8"
"DET6","NA","3022945","USP","VERTICAL BOTTOM LOAD CELL","01 HIGH","1893393","1.0","2026-07-23","8"
"DET6","NA","3037848","USP","LEFT VER HEATER CABLE ASSY","01 HIGH","1893393","1.0","2026-07-23","8"
"DET6","NA","3466258","USP","LEFT VERTICAL SEAL BAR ASSY","01 HIGH","1893393","1.0","2026-07-23","8"
"LUK2","NA","3022982","USP","LEFT ISOLATOR PLATE","01 HIGH","1893481","2.0","2026-07-23","8"
"MLI1","NA","3466191","USP","ROD COUPLER, M10X1.25, STEEL (","02 MED","1892768","1.0","2026-07-23","8"
