Region,Ship To Company Code,Order Number,Line Number,APN,APN Description,APN Category,Supplier ID,Supplier Name,Supplier Catalog Part Number,Site,Site Description,Site Location,Order Date,Approval Date,Receipt Date,Due Date,Due Date Based On Lead Time,Criticality,Lead Time Final,Unit Price,Currency,Goods Or Services,Order Status,Line Status,Coupa PO Error Detail,Coupa Integration Status,Coupa Transmission Status,Req Created By ,Ship To Address,Status,Supplier Lead Time,Past Due Days,Ordered Qty,Received Qty,Remaining Qty,OH Qty,Max Qty,Min Qty,Outstanding Amount
NA,75,5Z-22051397,2,N12270,FLOW CONTROL VALVE,VALVE,25788798-777942,CTM LABELING SYSTEMS,PM-PF2060,YHM1,"AR Sortable FC - Hamilton, ON",NAMERICA,7/20/26 0:00,7/20/26 0:00,,8/7/26 0:00,8/3/26 0:00,03 LOW,14,26,USD,Goods,A,A,,,sent_via_email,EAM,YHM1 Offsite -Traffic Tech,issued,14,0,4,0,4,2,6,3,104
NA,2D,2D-21999817,1,3015434,"GRIPPER PAD, KNURLED STEEL, SWIVEL",GRIPPER,24216849-758186,ATS CORPORATION,10237057,DET6,"AR Sortable FC - Detroit, MI",NAMERICA,7/15/26 0:00,7/15/26 0:00,,7/27/26 0:00,8/5/26 0:00,01 HIGH,21,25,USD,Goods,A,A,,,sent_via_email,EAM,DET6 AMZL Offsite,issued,21,0,4,0,4,0,5,1,100
NA,2D,2D-21866165,1,3466147,"ADN, BORE 32MM, STROKE 25MM, DOUBLE ACTING, BASIC VERSION",CYLINDER,24216849-758186,ATS CORPORATION,10186308,IGQ1,"AR Sortable FC - Markham , IL",NAMERICA,7/1/26 0:00,7/1/26 0:00,,8/26/26 0:00,7/29/26 0:00,01 HIGH,28,95,USD,Goods,A,A,,,sent_via_email,EAM,IGQ1 Offsite UGI Global,issued,28,2,1,0,1,1,2,1,95
NA,2D,2D-22051767,7,3466147,"ADN, BORE 32MM, STROKE 25MM, DOUBLE ACTING, BASIC VERSION",CYLINDER,24216849-758186,ATS CORPORATION,10186308,TPA4,"AR Sortable FC - Temple Terrace, FL",NAMERICA,7/20/26 0:00,7/20/26 0:00,,11/2/26 0:00,8/17/26 0:00,01 HIGH,28,95,USD,Goods,A,A,,,sent_via_email,EAM,"TPA4 Sortable FC ARS (Temple Terrace, FL)",issued,28,0,1,0,1,0,1,0,95
NA,2D,2D-22095571,2,3466147,"ADN, BORE 32MM, STROKE 25MM, DOUBLE ACTING, BASIC VERSION",CYLINDER,24216849-758186,ATS CORPORATION,10186308,AUS2,"AR Sortable FC - Pflugerville, TX",NAMERICA,7/23/26 0:00,7/23/26 0:00,,9/17/26 0:00,8/20/26 0:00,01 HIGH,28,95,USD,Goods,A,A,,,sent_via_email,EAM,AUS2 (2D) Offsite Lindenmeyr Munroe,issued,28,0,1,0,1,1,2,1,95
NA,2D,2D-21672946,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,SCK6,"AR Sortable FC - Tracy, CA",NAMERICA,6/15/26 0:00,6/15/26 0:00,,7/29/26 0:00,7/27/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,SCK6 OFFSITE NON-INVENTORY,issued,42,4,2,0,2,0,2,1,90
NA,2D,2D-21802218,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,SBN1,"AR Sortable FC - Bristol, IN",NAMERICA,6/25/26 0:00,6/25/26 0:00,,8/1/26 0:00,8/6/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,SBN1 Offsite,issued,42,0,2,0,2,0,6,2,90
NA,2D,2D-21812849,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,SAN3,"AR Sortable FC - San Diego, CA",NAMERICA,6/26/26 0:00,6/26/26 0:00,,8/2/26 0:00,8/7/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,SAN3 Non Inventory Offsite c/o Iron Mountain,issued,42,0,2,0,2,0,2,1,90
NA,2D,2D-21914714,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,AKC1,"AR SORTABLE FC - Akron, OH",NAMERICA,7/7/26 0:00,7/7/26 0:00,,8/18/26 0:00,8/18/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,AKC1 OFFSITE Quickship,issued,42,0,2,0,2,2,5,3,90
NA,75,5Z-22060012,1,3022934,SHOCK ABSORBERS,SPRING,28177078-800256,ATS CORPORATION,2846384,YYC4,"AR Sortable FC - Calgary, AB",NAMERICA,7/21/26 0:00,7/21/26 0:00,,7/31/26 0:00,9/1/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,YYC4 (75) Offsite Service Master,issued,38,0,2,0,2,0,5,3,90
NA,2D,2D-21157407,1,132054,DRIVE BELTS ZE500 EXTENDED LIFE R/B (12 mm),T-BELT,24216849-758186,ATS CORPORATION,ZEB-P1046696-146,PAE2,"AR Sortable FC - Arlington, WA",NAMERICA,4/28/26 0:00,4/28/26 0:00,,4/28/26 0:00,5/6/26 0:00,02 MED,8,87,USD,Goods,A,A,,,sent_via_email,EAM,"PAE2 FC Sortable (Arlington, WA, US)",issued,8,86,1,0,1,1,2,1,87
NA,2D,2D-21157407,1,132054,DRIVE_BELTS_ZE500_EXTENDED_LIFE_R/B_(12_MM),KIT,24216849-758186,ATS CORPORATION,ZEB-P1046696-146,PAE2,"AR Sortable FC - Arlington, WA",NAMERICA,4/28/26 0:00,4/28/26 0:00,,4/28/26 0:00,5/6/26 0:00,02 MED,8,87,USD,Goods,A,A,,,sent_via_email,EAM,"PAE2 FC Sortable (Arlington, WA, US)",issued,8,86,1,0,1,1,2,1,87
NA,2D,2D-21589234,1,3022961,"DIVERT PLATE, RIGHT",PLATE,24216849-758186,ATS CORPORATION,700606404,BDL4,"AR Sortable FC - Windsor, CT",NAMERICA,6/8/26 0:00,6/8/26 0:00,,9/7/26 0:00,9/10/26 0:00,01 HIGH,94,85,USD,Goods,A,A,,,sent_via_email,EAM,BDL4 (2D) OFFSITE (NON INVENTORY),issued,94,0,1,0,1,1,2,1,85
NA,2D,2D-21756267,15,94998,"CYL, ISO,PROX,X100MM,DA,MAG CO3",CYLINDER,24216849-758186,ATS CORPORATION,5072345,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/5/26 0:00,7/27/26 0:00,02 MED,35,85,USD,Goods,A,A,,,sent_via_email,EAM,SYR1 Offsite Lindenmeyr Munroe,issued,49,4,1,0,1,0,1,0,85
NA,2D,2D-21951088,11,94998,"CYL, ISO,PROX,X100MM,DA,MAG CO3",CYLINDER,24216849-758186,ATS CORPORATION,5072345,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,7/9/26 0:00,7/9/26 0:00,,10/1/26 0:00,8/13/26 0:00,02 MED,35,85,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,49,0,1,0,1,0,1,0,85
NA,2D,2D-22051767,1,3022940,VERTICAL JAW CABLE MANAGEMENT BACKING PLATE,PLATE,24216849-758186,ATS CORPORATION,700657121,TPA4,"AR Sortable FC - Temple Terrace, FL",NAMERICA,7/20/26 0:00,7/20/26 0:00,,11/2/26 0:00,8/27/26 0:00,01 HIGH,38,85,USD,Goods,A,A,,,sent_via_email,EAM,"TPA4 Sortable FC ARS (Temple Terrace, FL)",issued,38,0,1,0,1,0,1,0,85
NA,2D,2D-22126295,2,3022961,"DIVERT PLATE, RIGHT",PLATE,24216849-758186,ATS CORPORATION,700606404,OXR1,"AR Sortable FC - Oxnard, CA",NAMERICA,7/27/26 0:00,7/27/26 0:00,,10/27/26 0:00,10/29/26 0:00,01 HIGH,94,85,USD,Goods,A,A,,,sent_via_email,EAM,OXR1 Offsite The UPS Store,issued,94,0,1,0,1,0,2,1,85
NA,2D,2D-21738607,1,3022981,M12 BULKHEAD PLATE,PLATE,24216849-758186,ATS CORPORATION,700607768,SCK6,"AR Sortable FC - Tracy, CA",NAMERICA,6/21/26 0:00,6/21/26 0:00,,10/4/26 0:00,10/7/26 0:00,01 HIGH,108,79,USD,Goods,A,A,,,sent_via_email,EAM,SCK6 OFFSITE NON-INVENTORY,issued,108,0,1,0,1,1,2,1,79
NA,2D,2D-22126295,3,3022962,"DIVERT PLATE, LEFT",PLATE,24216849-758186,ATS CORPORATION,700658322,OXR1,"AR Sortable FC - Oxnard, CA",NAMERICA,7/27/26 0:00,7/27/26 0:00,,10/27/26 0:00,8/26/26 0:00,01 HIGH,30,79,USD,Goods,A,A,,,sent_via_email,EAM,OXR1 Offsite The UPS Store,issued,30,0,1,0,1,0,2,1,79
NA,2D,2D-21330561,1,10683,"RELAY: MODULE, 24VDC, 6A, SPDT, PCB, AB 700-TBR24",RELAY,19106177-457090,TRIFACTOR,700-TBR24,DAB2,"AR Sortable FC - Daytona Beach, FL",NAMERICA,5/13/26 0:00,5/13/26 0:00,,5/29/26 0:00,6/3/26 0:00,02 MED,21,25.45,USD,Goods,A,A,,,sent_via_email,EAM,"DAB2 Sortable FC (Daytona, FL, US)",issued,21,58,3,0,3,20,4,3,76.35
NA,2D,2D-21330561,1,10683,"RELAY: MODULE, 24VDC, 6A, SPDT, PCB, AB 700-TBR24 ",RELAY,19106177-457090,TRIFACTOR,700-TBR24,DAB2,"AR Sortable FC - Daytona Beach, FL",NAMERICA,5/13/26 0:00,5/13/26 0:00,,5/29/26 0:00,6/3/26 0:00,02 MED,21,25.45,USD,Goods,A,A,,,sent_via_email,EAM,"DAB2 Sortable FC (Daytona, FL, US)",issued,21,58,3,0,3,20,4,3,76.35
NA,2D,2D-22042325,3,3032133,COMPRESSION SPRING T=1.4 OD=20 ID=17,SPRING,24216849-758186,ATS CORPORATION,8146792,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,7/20/26 0:00,7/20/26 0:00,,10/12/26 0:00,8/17/26 0:00,01 HIGH,28,5.99,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,28,0,12,0,12,0,12,1,71.88
NA,2D,2D-21932099,1,3466149,"BLOCK PIVOT, VERTICAL SEAL JAW",HOUSING,24216849-758186,ATS CORPORATION,10186968,SAN3,"AR Sortable FC - San Diego, CA",NAMERICA,7/8/26 0:00,7/8/26 0:00,,9/15/26 0:00,9/16/26 0:00,01 HIGH,70,35,USD,Goods,A,A,,,sent_via_email,EAM,SAN3 Non Inventory Offsite c/o Iron Mountain,issued,70,0,2,0,2,2,4,2,70
NA,2D,2D-21983355,7,3466149,"BLOCK PIVOT, VERTICAL SEAL JAW",HOUSING,24216849-758186,ATS CORPORATION,10186968,RIC4,"AR Sortable FC - Richmond, VA",NAMERICA,7/14/26 0:00,7/14/26 0:00,,6/10/27 0:00,9/22/26 0:00,01 HIGH,70,35,USD,Goods,A,A,,,sent_via_email,EAM,RIC4 Offsite Fastenal,issued,70,0,2,0,2,4,4,2,70
NA,2D,2D-22159158,1,1071515,"RADIAL BALL BEARING, 25MM X 42MM X 9MM",BEARING,24216849-758186,ATS CORPORATION,5055705,BDL4,"AR Sortable FC - Windsor, CT",NAMERICA,7/30/26 0:00,7/30/26 0:00,,8/23/26 0:00,8/27/26 0:00,02 MED,28,35,USD,Goods,A,A,,,sent_via_email,EAM,BDL4 (2D) OFFSITE (NON INVENTORY),issued,28,0,2,0,2,0,2,1,70
NA,2D,2D-21334250,7,3022951,RTD SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10206007,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,7/9/26 0:00,01 HIGH,56,69,USD,,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,56,22,1,0,1,2,3,2,69
NA,2D,2D-21334250,7,3022951,RTD SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10206007,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,7/9/26 0:00,01 HIGH,56,69,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,56,22,1,0,1,2,3,2,69
NA,2D,2D-21892322,2,3022951,RTD SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10206007,DAB2,"AR Sortable FC - Daytona Beach, FL",NAMERICA,7/5/26 0:00,7/5/26 0:00,,11/22/26 0:00,8/30/26 0:00,01 HIGH,56,69,USD,Goods,A,A,,,sent_via_email,EAM,"DAB2 Sortable FC (Daytona, FL, US)",issued,56,0,1,0,1,1,2,1,69
NA,2D,2D-22095571,1,3022951,RTD SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10206007,AUS2,"AR Sortable FC - Pflugerville, TX",NAMERICA,7/23/26 0:00,7/23/26 0:00,,9/17/26 0:00,9/17/26 0:00,01 HIGH,56,69,USD,Goods,A,A,,,sent_via_email,EAM,AUS2 (2D) Offsite Lindenmeyr Munroe,issued,56,0,1,0,1,1,2,1,69
NA,2D,2D-21951088,7,3033957,"RING, CENTERING SLEEVE, ZBH-5-B",RING,24216849-758186,ATS CORPORATION,9888886,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,7/9/26 0:00,7/9/26 0:00,,10/1/26 0:00,7/30/26 0:00,01 HIGH,21,19.9,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,21,1,3,0,3,0,3,1,59.7
NA,2D,2D-22042325,4,3033957,"RING, CENTERING SLEEVE, ZBH-5-B",RING,24216849-758186,ATS CORPORATION,9888886,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,7/20/26 0:00,7/20/26 0:00,,10/12/26 0:00,8/10/26 0:00,01 HIGH,21,19.9,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,21,0,3,0,3,0,3,1,59.7
NA,2D,2D-19880487,1,1002613,"VALVE, CHECK VALVE,ASSEMBLY:FLOW CONTROL W/ PILOT CHECK VALVE 1/4 TUBE WITH1/8 T",VALVE,24216849-758186,ATS CORPORATION,PM-PF2090,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,12/26/25 0:00,12/26/25 0:00,,7/15/26 0:00,1/15/26 0:00,02 MED,20,59.4,USD,,A,A,,,sent_via_email,EAM,ORF4 Offsite Richmond Express,issued,20,197,1,0,1,2,4,3,59.4
NA,2D,2D-19880487,1,1002613,"VALVE, CHECK VALVE,ASSEMBLY:FLOW CONTROL W/ PILOT CHECK VALVE 1/4 TUBE WITH1/8 T",VALVE,24216849-758186,ATS CORPORATION,PM-PF2090,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,12/26/25 0:00,12/26/25 0:00,,7/15/26 0:00,1/15/26 0:00,02 MED,20,59.4,USD,Goods,A,A,,,sent_via_email,EAM,ORF4 Offsite Richmond Express,issued,20,197,1,0,1,2,4,3,59.4
NA,2D,2D-21913863,1,3466191,"M10X1.25, STEEL (GALVANISED)",FASTENER,24216849-758186,ATS CORPORATION,4829490,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,7/7/26 0:00,7/7/26 0:00,,8/31/26 0:00,8/4/26 0:00,01 HIGH,28,29,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,56,0,2,0,2,0,2,1,58
NA,2D,2D-21951088,8,3037851,ALTERNATE PLASTIC P-CLIP (MUST DRILL MOUNTING HOLE TO M6),CLIP,24216849-758186,ATS CORPORATION,10322786,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,7/9/26 0:00,7/9/26 0:00,,10/1/26 0:00,8/2/26 0:00,01 HIGH,24,29,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,24,0,2,0,2,0,2,1,58
NA,2D,2D-22042325,5,3037851,ALTERNATE PLASTIC P-CLIP (MUST DRILL MOUNTING HOLE TO M6),CLIP,24216849-758186,ATS CORPORATION,10322786,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,7/20/26 0:00,7/20/26 0:00,,10/12/26 0:00,8/13/26 0:00,01 HIGH,24,29,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,24,0,2,0,2,0,2,1,58
NA,2D,2D-21748411,1,3466248,"DIA 12MM(G6), L 188MM, TAPPED(M8X1.25), TAPPED(M6X1.0), IND",BOLT,24216849-758186,ATS CORPORATION,10186983,TYS1,"AR Sortable FC - Rockford, TN",NAMERICA,6/22/26 0:00,6/22/26 0:00,,7/20/26 0:00,7/20/26 0:00,01 HIGH,28,55,USD,Goods,A,A,,,sent_via_email,EAM,"TYS1 FC Sortable (Rockford, TN)",issued,28,11,1,0,1,0,2,1,55
NA,2D,2D-22111892,1,3022932,"SENSOR FLAG PIN, USP TRIGGER GATE",SENSOR,24216849-758186,ATS CORPORATION,700600424,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,7/26/26 0:00,7/26/26 0:00,,11/11/26 0:00,9/27/26 0:00,01 HIGH,63,55,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,63,0,1,0,1,1,2,1,55
NA,2D,2D-22126295,4,3022964,"DIVERT PLATE, REJECT COVER",PLATE,24216849-758186,ATS CORPORATION,10323534,OXR1,"AR Sortable FC - Oxnard, CA",NAMERICA,7/27/26 0:00,7/27/26 0:00,,10/27/26 0:00,10/29/26 0:00,01 HIGH,94,55,USD,Goods,A,A,,,sent_via_email,EAM,OXR1 Offsite The UPS Store,issued,94,0,1,0,1,0,2,1,55
NA,2D,2D-22144901,13,3466170,"DSNU, BORE 25MM, STROKE 100MM, DOUBLE ACTING, LATERAL AIR,",CYLINDER,24216849-758186,ATS CORPORATION,9522999,ABQ1,"AR Sortable FC - Albuquerque, NM",NAMERICA,7/29/26 0:00,7/29/26 0:00,,11/5/26 0:00,9/2/26 0:00,01 HIGH,35,55,USD,Goods,A,A,,,sent_via_email,EAM,"ABQ1 FC (Albuquerque, NM)",issued,56,0,1,0,1,1,2,1,55
NA,2D,2D-22160029,10,3466170,"DSNU, BORE 25MM, STROKE 100MM, DOUBLE ACTING, LATERAL AIR,",CYLINDER,24216849-758186,ATS CORPORATION,9522999,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,7/30/26 0:00,7/30/26 0:00,,11/7/26 0:00,9/3/26 0:00,01 HIGH,35,55,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,56,0,1,0,1,1,2,1,55
NA,2D,2D-20503272,3,11424,"BAND, BRAKE 3/4"" X 6-1/2"" L",BAND,6470518-4521,INTELLIGRATED SYSTEMS LLC,29937500,DET6,"AR Sortable FC - Detroit, MI",NAMERICA,2/26/26 0:00,7/7/26 0:00,,12/31/26 0:00,7/30/26 0:00,01 HIGH,23,26.88,USD,Goods,A,A,,,sent_via_cxml,EAM,DET6 AMZL Offsite,issued,23,1,2,0,2,2,2,1,53.76
NA,2D,2D-22044252,2,10683,"RELAY: MODULE, 24VDC, 6A, SPDT, PCB, AB 700-TBR24",RELAY,6470518-4521,INTELLIGRATED SYSTEMS LLC,1706134,IGQ1,"AR Sortable FC - Markham , IL",NAMERICA,7/20/26 0:00,7/20/26 0:00,,10/21/26 0:00,10/21/26 0:00,01 HIGH,93,13.02,USD,Goods,A,A,,,sent_via_cxml,EAM,IGQ1 Offsite UGI Global,issued,93,0,4,0,4,0,4,1,52.08
NA,2D,2D-22044252,2,10683,"RELAY: MODULE, 24VDC, 6A, SPDT, PCB, AB 700-TBR24 ",RELAY,6470518-4521,INTELLIGRATED SYSTEMS LLC,1706134,IGQ1,"AR Sortable FC - Markham , IL",NAMERICA,7/20/26 0:00,7/20/26 0:00,,10/21/26 0:00,10/21/26 0:00,01 HIGH,93,13.02,USD,Goods,A,A,,,sent_via_cxml,EAM,IGQ1 Offsite UGI Global,issued,93,0,4,0,4,0,4,1,52.08
NA,2D,2D-20746113,1,10191,"BEARING,THRUST:0.05 LBWT,BALL, 3 PIECE FLAT RACEWAY,ID:3/4 IN,OD:1-5/16 IN,MAT:S",BEARING,12278686-11857,CTM LABELING SYSTEMS,PM-BE1232,ORD5,"AR Sortable FC - Matteson, IL",NAMERICA,3/20/26 0:00,3/20/26 0:00,,4/18/26 0:00,4/24/26 0:00,01 HIGH,35,25,USD,Goods,A,A,,,sent_via_email,EAM,ORD5 Offsite UGI Global,issued,35,98,2,0,2,3,3,1,50
NA,2D,2D-22160029,3,3022938,CAPTIVE SCREW RETAINER,SCREW,24216849-758186,ATS CORPORATION,9449488,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,7/30/26 0:00,7/30/26 0:00,,11/7/26 0:00,8/27/26 0:00,01 HIGH,28,25,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,28,0,2,0,2,0,2,1,50
NA,2D,2D-21736405,4,3032133,COMPRESSION SPRING T=1.4 OD=20 ID=17,SPRING,24216849-758186,ATS CORPORATION,8146792,AGS1,"AR Sortable FC - Appling, GA",NAMERICA,6/20/26 0:00,6/20/26 0:00,,8/6/26 0:00,7/18/26 0:00,01 HIGH,28,5.99,USD,Goods,A,A,,,sent_via_email,EAM,"AGS1 FC IXD (Appling, GA)",issued,28,13,8,0,8,0,8,1,47.92
NA,2D,2D-22051767,5,3032133,COMPRESSION SPRING T=1.4 OD=20 ID=17,SPRING,24216849-758186,ATS CORPORATION,8146792,TPA4,"AR Sortable FC - Temple Terrace, FL",NAMERICA,7/20/26 0:00,7/20/26 0:00,,11/2/26 0:00,8/17/26 0:00,01 HIGH,28,5.99,USD,Goods,A,A,,,sent_via_email,EAM,"TPA4 Sortable FC ARS (Temple Terrace, FL)",issued,28,0,8,0,8,0,8,1,47.92
NA,2D,2D-21960498,15,1004322,METAL LATCH - 22.5MM PB,LATCH,19784017-571006,WESTERN INDUSTRIAL CONTRACTORS,800F-ALM,GEG1,"AR Sortable FC - Spokane , WA",NAMERICA,7/10/26 0:00,7/10/26 0:00,,7/10/26 0:00,9/8/26 0:00,02 MED,60,3.34,USD,Goods,A,A,,,sent_via_email,EAM,GEG1 Offsite Veritiv,issued,60,0,14,0,14,14,28,4,46.76
NA,2D,2D-21960498,15,1004322,PB MOUNTING LATCH - METAL,LATCH,19784017-571006,WESTERN INDUSTRIAL CONTRACTORS,800F-ALM,GEG1,"AR Sortable FC - Spokane , WA",NAMERICA,7/10/26 0:00,7/10/26 0:00,,7/10/26 0:00,9/8/26 0:00,02 MED,60,3.34,USD,Goods,A,A,,,sent_via_email,EAM,GEG1 Offsite Veritiv,issued,60,0,14,0,14,14,28,4,46.76
NA,2D,2D-21334250,4,3022942,"CLAMP, LOOP NYLON 7/8"" X 1 1/2",CLAMP,24216849-758186,ATS CORPORATION,8876T4,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,6/4/26 0:00,01 HIGH,21,45,USD,,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,21,57,1,0,1,2,3,2,45
NA,2D,2D-21334250,4,3022942,"CLAMP, LOOP NYLON 7/8"" X 1 1/2",CLAMP,24216849-758186,ATS CORPORATION,8876T4,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,6/4/26 0:00,01 HIGH,21,45,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,21,57,1,0,1,2,3,2,45
NA,2D,2D-21897647,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,7/6/26 0:00,7/6/26 0:00,,8/17/26 0:00,8/17/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,42,0,1,0,1,1,2,1,45
NA,2D,2D-22051767,2,3022942,"CLAMP, LOOP NYLON 7/8"" X 1 1/2",CLAMP,24216849-758186,ATS CORPORATION,8876T4,TPA4,"AR Sortable FC - Temple Terrace, FL",NAMERICA,7/20/26 0:00,7/20/26 0:00,,11/2/26 0:00,8/10/26 0:00,01 HIGH,21,45,USD,Goods,A,A,,,sent_via_email,EAM,"TPA4 Sortable FC ARS (Temple Terrace, FL)",issued,21,0,1,0,1,0,1,0,45
NA,2D,2D-22089767,2,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,7/23/26 0:00,7/23/26 0:00,,6/23/27 0:00,9/3/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,ORF4 Offsite C/O Richmond Express,issued,42,0,1,0,1,14,5,2,45
NA,2D,2D-21721673,1,3043423,"FUSE,5 AMP,250V",FUSE,24216849-758186,ATS CORPORATION,819-028,DAB2,"AR Sortable FC - Daytona Beach, FL",NAMERICA,6/18/26 0:00,6/18/26 0:00,,7/17/26 0:00,7/18/26 0:00,02 MED,30,9.99,USD,Goods,A,A,,,sent_via_email,EAM,"DAB2 Sortable FC (Daytona, FL, US)",issued,30,13,4,0,4,5,6,3,39.96
NA,2D,2D-21736405,3,3029777,"RING, CENTERING SLEEVE, ZBH-7-B",RING,24216849-758186,ATS CORPORATION,9863259,AGS1,"AR Sortable FC - Appling, GA",NAMERICA,6/20/26 0:00,6/20/26 0:00,,8/6/26 0:00,8/8/26 0:00,01 HIGH,49,19.9,USD,Goods,A,A,,,sent_via_email,EAM,"AGS1 FC IXD (Appling, GA)",issued,49,0,2,0,2,0,2,1,39.8
NA,2D,2D-21756267,6,3029777,"RING, CENTERING SLEEVE, ZBH-7-B",RING,24216849-758186,ATS CORPORATION,9863259,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/5/26 0:00,8/10/26 0:00,01 HIGH,49,19.9,USD,Goods,A,A,,,sent_via_email,EAM,SYR1 Offsite Lindenmeyr Munroe,issued,49,0,2,0,2,0,2,1,39.8
NA,2D,2D-21756267,8,3033957,"RING, CENTERING SLEEVE, ZBH-5-B",RING,24216849-758186,ATS CORPORATION,9888886,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/5/26 0:00,7/13/26 0:00,01 HIGH,21,19.9,USD,Goods,A,A,,,sent_via_email,EAM,SYR1 Offsite Lindenmeyr Munroe,issued,21,18,2,0,2,0,3,1,39.8
NA,2D,2D-21951088,5,3029777,"RING, CENTERING SLEEVE, ZBH-7-B",RING,24216849-758186,ATS CORPORATION,9863259,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,7/9/26 0:00,7/9/26 0:00,,10/1/26 0:00,8/27/26 0:00,01 HIGH,49,19.9,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,49,0,2,0,2,0,2,1,39.8
NA,2D,2D-22042325,1,3029777,"RING, CENTERING SLEEVE, ZBH-7-B",RING,24216849-758186,ATS CORPORATION,9863259,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,7/20/26 0:00,7/20/26 0:00,,10/12/26 0:00,9/7/26 0:00,01 HIGH,49,19.9,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,49,0,2,0,2,0,2,1,39.8
