Region,Ship To Company Code,Order Number,Line Number,APN,APN Description,APN Category,Supplier ID,Supplier Name,Supplier Catalog Part Number,Site,Site Description,Site Location,Order Date,Approval Date,Receipt Date,Due Date,Due Date Based On Lead Time,Criticality,Lead Time Final,Unit Price,Currency,Goods Or Services,Order Status,Line Status,Coupa PO Error Detail,Coupa Integration Status,Coupa Transmission Status,Req Created By ,Ship To Address,Status,Supplier Lead Time,Past Due Days,Ordered Qty,Received Qty,Remaining Qty,OH Qty,Max Qty,Min Qty,Outstanding Amount
NA,2D,2D-21686910,1,3022945,"VERTICAL BOT, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,ORD5,"AR Sortable FC - Matteson, IL",NAMERICA,6/16/26 0:00,6/16/26 0:00,,8/25/26 0:00,10/20/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,ORD5 Offsite UGI Global,issued,126,0,1,0,1,1,3,2,1445
NA,2D,2D-21686910,1,3022945,"VERTICAL BOTTOM, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,ORD5,"AR Sortable FC - Matteson, IL",NAMERICA,6/16/26 0:00,6/16/26 0:00,,8/25/26 0:00,10/20/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,ORD5 Offsite UGI Global,issued,126,0,1,0,1,1,3,2,1445
NA,2D,2D-21889503,1,3022945,"VERTICAL BOT, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,SCK6,"AR Sortable FC - Tracy, CA",NAMERICA,7/3/26 0:00,7/3/26 0:00,,11/6/26 0:00,11/6/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,SCK6 OFFSITE NON-INVENTORY,issued,126,0,1,0,1,0,1,0,1445
NA,2D,2D-21889503,1,3022945,"VERTICAL BOTTOM, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,SCK6,"AR Sortable FC - Tracy, CA",NAMERICA,7/3/26 0:00,7/3/26 0:00,,11/6/26 0:00,11/6/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,SCK6 OFFSITE NON-INVENTORY,issued,126,0,1,0,1,0,1,0,1445
NA,2D,2D-21973613,1,3022941,"VERTICAL TOP, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306182,SHV1,"AR Sortable FC - Shreveport, LA",NAMERICA,7/13/26 0:00,7/13/26 0:00,,11/16/26 0:00,11/16/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,SHV1 OFFSITE,issued,126,0,1,0,1,0,3,2,1445
NA,2D,2D-22007497,9,3022941,"VERTICAL TOP, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306182,SCK6,"AR Sortable FC - Tracy, CA",NAMERICA,7/15/26 0:00,7/15/26 0:00,,11/18/26 0:00,11/18/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,SCK6 OFFSITE NON-INVENTORY,issued,126,0,1,0,1,0,1,0,1445
NA,2D,2D-22020786,1,3022941,"VERTICAL TOP, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306182,SBD6,"AR Sortable FC - Ontario, CA",NAMERICA,7/16/26 0:00,7/16/26 0:00,,11/19/26 0:00,11/19/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,SBD6 Offsite UPS Store,issued,126,0,1,0,1,0,4,2,1445
NA,2D,2D-22054094,2,3022941,"VERTICAL TOP, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306182,HOU6,"AR Sortable FC - Richmond , TX",NAMERICA,7/20/26 0:00,7/20/26 0:00,,11/23/26 0:00,11/23/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,HOU6 Shorr Non-Inventory Offsite,issued,126,0,1,0,1,4,2,1,1445
NA,2D,2D-22078004,2,3022945,"VERTICAL BOT, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,7/22/26 0:00,7/22/26 0:00,,11/25/26 0:00,11/25/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,126,0,1,0,1,0,1,0,1445
NA,2D,2D-22078004,2,3022945,"VERTICAL BOTTOM, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,7/22/26 0:00,7/22/26 0:00,,11/25/26 0:00,11/25/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,126,0,1,0,1,0,1,0,1445
NA,2D,2D-22118522,2,3022945,"VERTICAL BOT, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,DET6,"AR Sortable FC - Detroit, MI",NAMERICA,7/27/26 0:00,7/27/26 0:00,,11/30/26 0:00,11/30/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,DET6 AMZL Offsite,issued,126,0,1,0,1,0,4,2,1445
NA,2D,2D-22118522,2,3022945,"VERTICAL BOTTOM, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,DET6,"AR Sortable FC - Detroit, MI",NAMERICA,7/27/26 0:00,7/27/26 0:00,,11/30/26 0:00,11/30/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,DET6 AMZL Offsite,issued,126,0,1,0,1,0,4,2,1445
NA,2D,2D-22148316,2,3022945,"VERTICAL BOT, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,HOU6,"AR Sortable FC - Richmond , TX",NAMERICA,7/29/26 0:00,7/29/26 0:00,,12/2/26 0:00,12/2/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,HOU6 Shorr Non-Inventory Offsite,issued,126,0,1,0,1,0,2,1,1445
NA,2D,2D-22148316,2,3022945,"VERTICAL BOTTOM, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,HOU6,"AR Sortable FC - Richmond , TX",NAMERICA,7/29/26 0:00,7/29/26 0:00,,12/2/26 0:00,12/2/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,HOU6 Shorr Non-Inventory Offsite,issued,126,0,1,0,1,0,2,1,1445
NA,2D,2D-21307960,1,3022945,"VERTICAL BOT, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,5/12/26 0:00,5/12/26 0:00,,7/20/26 0:00,9/15/26 0:00,01 HIGH,126,1440,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,126,0,1,0,1,0,1,0,1440
NA,2D,2D-21307960,1,3022945,"VERTICAL BOTTOM, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,5/12/26 0:00,5/12/26 0:00,,7/20/26 0:00,9/15/26 0:00,01 HIGH,126,1440,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,126,0,1,0,1,0,1,0,1440
NA,2D,2D-21665589,1,3022941,"VERTICAL TOP, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306182,SHV1,"AR Sortable FC - Shreveport, LA",NAMERICA,6/15/26 0:00,6/15/26 0:00,,8/17/26 0:00,10/19/26 0:00,01 HIGH,126,1440,USD,Goods,A,A,,,sent_via_email,EAM,SHV1 OFFSITE,issued,126,0,1,0,1,0,3,2,1440
NA,2D,2D-21666187,1,3022941,"VERTICAL TOP, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306182,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/15/26 0:00,6/15/26 0:00,,8/21/26 0:00,10/19/26 0:00,01 HIGH,126,1440,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,126,0,1,0,1,1,2,1,1440
NA,2D,2D-21704827,1,3022941,"VERTICAL TOP, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306182,SHV1,"AR Sortable FC - Shreveport, LA",NAMERICA,6/17/26 0:00,6/17/26 0:00,,8/19/26 0:00,10/21/26 0:00,01 HIGH,126,1440,USD,Goods,A,A,,,sent_via_email,EAM,SHV1 OFFSITE,issued,126,0,1,0,1,0,3,2,1440
INTL,F8,F8-21997534,1,3022982,LEFT ISOLATOR PLATE,PLATE,105530158-1222756,ATS AUTOMATION TOOLING SYSTEMS GMBH,700600362,MXP6,AR Sortable 450 465k sqft G+3 Gen10,EUROPE,7/15/26 0:00,7/15/26 0:00,,9/4/26 0:00,9/23/26 0:00,01 HIGH,70,703.15,EUR,Goods,A,A,,,sent_via_email,EAM,"MXP6 XPO (F8) FC San Pietro Mosezzo, Novara, IT",issued,70,0,2,0,2,0,1,0,1406.3
NA,2D,2D-22089607,3,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,17048148-83423,CTM LABELING SYSTEMS,ZEB-P1112750-013,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,7/23/26 0:00,7/23/26 0:00,,8/18/26 0:00,8/13/26 0:00,02 MED,21,1364,USD,Goods,A,A,,,sent_via_email,EAM,ORF4 Offsite C/O Richmond Express,issued,21,0,1,0,1,0,4,3,1364
NA,2D,2D-22116093,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,17048148-83423,CTM LABELING SYSTEMS,ZEB-P1112750-013,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,7/27/26 0:00,7/27/26 0:00,,7/31/26 0:00,8/17/26 0:00,02 MED,21,1364,USD,Goods,A,A,,,sent_via_email,EAM,ORF4 Offsite C/O Richmond Express,issued,21,0,1,0,1,0,4,3,1364
NA,2D,2D-21898661,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,24216849-758186,ATS CORPORATION,ZEB-P1112750-013,MTN1,"AR Sortable FC - Wilmington, DE",NAMERICA,7/6/26 0:00,7/6/26 0:00,,7/11/26 0:00,8/20/26 0:00,01 HIGH,45,1299,USD,Goods,A,A,,,sent_via_email,EAM,MTN1 Offsite,issued,45,0,1,0,1,1,2,1,1299
NA,5Z,5Z-20789404,2,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,25788798-777942,CTM LABELING SYSTEMS,ZEB-P1112750-013,YEG2,"AR Sortable FC - Acheson, AB",NAMERICA,3/25/26 0:00,3/25/26 0:00,,4/22/26 0:00,4/8/26 0:00,02 MED,14,1299,USD,Goods,A,A,,,sent_via_email,EAM,YEG2 Offsite (5Z),issued,14,114,1,0,1,12,9,5,1299
NA,2D,2D-21896187,2,3464199,FU-53 TZ (5000),SENSOR,24216849-758186,ATS CORPORATION,6428711,ORF3,"AR Sortable FC - Suffolk, VA",NAMERICA,7/6/26 0:00,7/6/26 0:00,,9/14/26 0:00,8/3/26 0:00,02 MED,28,429,USD,Goods,A,A,,,sent_via_email,EAM,ORF3 Offsite Richmond Express,issued,28,0,3,0,3,2,5,2,1287
NA,2D,2D-22052724,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-12398,BARCODESINC,P1112750-013,SHV1,"AR Sortable FC - Shreveport, LA",NAMERICA,7/20/26 0:00,7/20/26 0:00,,8/23/26 0:00,8/3/26 0:00,02 MED,14,417.75,USD,Goods,A,A,,,sent_via_cxml,EAM,SHV1 OFFSITE,issued,14,0,3,0,3,1,4,1,1253.25
NA,2D,2D-22127830,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-12398,BARCODESINC,P1112750-013,OMA2,"AR Sortable FC - Omaha, NE",NAMERICA,7/27/26 0:00,7/27/26 0:00,,8/24/26 0:00,8/10/26 0:00,02 MED,14,417.75,USD,Goods,A,A,,,sent_via_cxml,EAM,OMA2 Offsite Veritiv Omaha,issued,14,0,3,0,3,0,3,1,1253.25
NA,2D,2D-22133326,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-12398,BARCODESINC,P1112750-013,DEN4,"AR Sortable FC - Colorado Springs, CO",NAMERICA,7/28/26 0:00,7/28/26 0:00,,8/3/26 0:00,8/11/26 0:00,01 HIGH,14,417.75,USD,Goods,A,A,,,sent_via_cxml,EAM,"DEN4 FC (Colorado Springs, CO)",issued,14,0,3,0,3,0,3,1,1253.25
NA,2D,2D-22164753,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-12398,BARCODESINC,P1112750-013,TYS1,"AR Sortable FC - Rockford, TN",NAMERICA,7/30/26 0:00,7/30/26 0:00,,8/27/26 0:00,8/13/26 0:00,01 HIGH,14,417.75,USD,Goods,A,A,,,sent_via_cxml,EAM,"TYS1 FC Sortable (Rockford, TN)",issued,14,0,3,0,3,0,4,1,1253.25
NA,2D,2D-21533718,1,49960,"CONTROLLER ASSY, 3200 I-DRIVE,SPCL ",ASSEMBLY,24216849-758186,ATS CORPORATION,75129320,OXR1,"AR Sortable FC - Oxnard, CA",NAMERICA,6/2/26 0:00,6/2/26 0:00,,6/26/26 0:00,6/23/26 0:00,02 MED,21,1245.92,USD,Goods,A,A,,,sent_via_email,EAM,OXR1 Offsite The UPS Store,issued,21,38,1,0,1,0,2,1,1245.92
NA,2D,2D-22121471,2,49960,"CONTROLLER ASSY, 3200 I-DRIVE,SPCL ",ASSEMBLY,24216849-758186,ATS CORPORATION,75129320,OXR1,"AR Sortable FC - Oxnard, CA",NAMERICA,7/27/26 0:00,7/27/26 0:00,,9/15/26 0:00,8/17/26 0:00,02 MED,21,1245.92,USD,Goods,A,A,,,sent_via_email,EAM,OXR1 Offsite The UPS Store,issued,21,0,1,0,1,0,2,1,1245.92
NA,2D,2D-21311755,1,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,24216849-758186,ATS CORPORATION,10186289,OXR1,"AR Sortable FC - Oxnard, CA",NAMERICA,5/12/26 0:00,5/12/26 0:00,,8/23/26 0:00,7/14/26 0:00,01 HIGH,63,1225,USD,Goods,A,A,,,sent_via_email,EAM,OXR1 Offsite The UPS Store,issued,63,17,1,0,1,1,5,4,1225
NA,2D,2D-21438720,1,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,24216849-758186,ATS CORPORATION,10186289,OXR1,"AR Sortable FC - Oxnard, CA",NAMERICA,5/24/26 0:00,5/24/26 0:00,,9/7/26 0:00,7/26/26 0:00,01 HIGH,63,1225,USD,Goods,A,A,,,sent_via_email,EAM,OXR1 Offsite The UPS Store,issued,63,5,1,0,1,1,5,4,1225
NA,2D,2D-21750927,1,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,24216849-758186,ATS CORPORATION,10186289,ABQ1,"AR Sortable FC - Albuquerque, NM",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/4/26 0:00,8/24/26 0:00,01 HIGH,63,1225,USD,Goods,A,A,,,sent_via_email,EAM,"ABQ1 FC (Albuquerque, NM)",issued,63,0,1,0,1,6,26,25,1225
NA,2D,2D-21881348,1,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,24216849-758186,ATS CORPORATION,10186289,ABQ1,"AR Sortable FC - Albuquerque, NM",NAMERICA,7/3/26 0:00,7/3/26 0:00,,10/18/26 0:00,9/4/26 0:00,01 HIGH,63,1225,USD,Goods,A,A,,,sent_via_email,EAM,"ABQ1 FC (Albuquerque, NM)",issued,63,0,1,0,1,6,26,25,1225
NA,2D,2D-21914272,2,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,24216849-758186,ATS CORPORATION,10186289,OXR1,"AR Sortable FC - Oxnard, CA",NAMERICA,7/7/26 0:00,7/7/26 0:00,,10/18/26 0:00,9/8/26 0:00,01 HIGH,63,1225,USD,Goods,A,A,,,sent_via_email,EAM,OXR1 Offsite The UPS Store,issued,63,0,1,0,1,1,5,4,1225
NA,2D,2D-21944299,1,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,24216849-758186,ATS CORPORATION,10186289,PAE2,"AR Sortable FC - Arlington, WA",NAMERICA,7/9/26 0:00,7/9/26 0:00,,10/25/26 0:00,9/10/26 0:00,01 HIGH,63,1225,USD,Goods,A,A,,,sent_via_email,EAM,"PAE2 FC Sortable (Arlington, WA, US)",issued,63,0,1,0,1,6,26,25,1225
NA,2D,2D-21947873,1,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,24216849-758186,ATS CORPORATION,10186289,OXR1,"AR Sortable FC - Oxnard, CA",NAMERICA,7/9/26 0:00,7/9/26 0:00,,10/25/26 0:00,9/10/26 0:00,01 HIGH,63,1225,USD,Goods,A,A,,,sent_via_email,EAM,OXR1 Offsite The UPS Store,issued,63,0,1,0,1,1,5,4,1225
NA,2D,2D-22000127,1,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,24216849-758186,ATS CORPORATION,10186289,ABQ1,"AR Sortable FC - Albuquerque, NM",NAMERICA,7/15/26 0:00,7/15/26 0:00,,10/30/26 0:00,9/16/26 0:00,01 HIGH,63,1225,USD,Goods,A,A,,,sent_via_email,EAM,"ABQ1 FC (Albuquerque, NM)",issued,63,0,1,0,1,6,26,25,1225
NA,2D,2D-22132523,1,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,24216849-758186,ATS CORPORATION,10186289,PAE2,"AR Sortable FC - Arlington, WA",NAMERICA,7/28/26 0:00,7/28/26 0:00,,11/8/26 0:00,9/29/26 0:00,01 HIGH,63,1225,USD,Goods,A,A,,,sent_via_email,EAM,"PAE2 FC Sortable (Arlington, WA, US)",issued,63,0,1,0,1,6,26,25,1225
NA,2D,2D-22160029,9,3361381,Fife DSE Series Sensor Cable Straight Connectors Digital signal cable from DSE sensors to controller 5 Meters (16 Feet) Long,CABLE,24216849-758186,ATS CORPORATION,10240027,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,7/30/26 0:00,7/30/26 0:00,,11/7/26 0:00,8/27/26 0:00,01 HIGH,28,579.54,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,28,0,2,0,2,0,2,1,1159.08
NA,2D,2D-20834154,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,ORF3,"AR Sortable FC - Suffolk, VA",NAMERICA,3/30/26 0:00,3/30/26 0:00,,5/11/26 0:00,5/11/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,ORF3 Offsite Richmond Express,issued,42,81,25,0,25,0,25,10,1125
INTL,F8,F8-22159008,1,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,105530158-1222756,ATS AUTOMATION TOOLING SYSTEMS GMBH,10186289,MXP6,AR Sortable 450 465k sqft G+3 Gen10,EUROPE,7/30/26 0:00,7/30/26 0:00,,11/14/26 0:00,11/15/26 0:00,01 HIGH,108,1066.69,EUR,Goods,A,A,,,sent_via_email,EAM,"MXP6 XPO (F8) FC San Pietro Mosezzo, Novara, IT",issued,108,0,1,0,1,2,4,3,1066.69
NA,2D,2D-21334250,9,3022969,VERTICAL CARTRIDGE HEATER,ASSEMBLY,24216849-758186,ATS CORPORATION,10221149,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,7/30/26 0:00,01 HIGH,77,529,USD,,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,77,1,2,0,2,1,3,1,1058
NA,2D,2D-21334250,9,3022969,VERTICAL CARTRIDGE HEATER,ASSEMBLY,24216849-758186,ATS CORPORATION,10221149,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,7/30/26 0:00,01 HIGH,77,529,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,77,1,2,0,2,1,3,1,1058
NA,2D,2D-21334250,9,3022969,VERTICAL CARTRIDGE HEATER,HEATER,24216849-758186,ATS CORPORATION,10221149,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,7/30/26 0:00,01 HIGH,77,529,USD,,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,77,1,2,0,2,1,3,1,1058
NA,2D,2D-21334250,9,3022969,VERTICAL CARTRIDGE HEATER,HEATER,24216849-758186,ATS CORPORATION,10221149,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,7/30/26 0:00,01 HIGH,77,529,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,77,1,2,0,2,1,3,1,1058
NA,2D,2D-19839507,1,49960,"CONTROLLER ASSY, 3200 I-DRIVE,SPCL ",ASSEMBLY,17046845-895303,MOTION INDUSTRIES INC,7566070,DEN4,"AR Sortable FC - Colorado Springs, CO",NAMERICA,12/22/25 0:00,12/22/25 0:00,,1/9/26 0:00,1/15/26 0:00,01 HIGH,24,1045.59,USD,Goods,A,A,,,sent_via_cxml,EAM,"DEN4 FC (Colorado Springs, CO)",issued,24,197,1,0,1,2,3,2,1045.59
NA,2D,2D-21682512,1,1116318,"SENSOR, PROXIMITY pico+35/F/A Straight / Inline",SENSOR,24216849-758186,ATS CORPORATION,7617927,BWI2,"AR Sortable FC - Baltimore, MD",NAMERICA,6/16/26 0:00,6/16/26 0:00,,7/22/26 0:00,7/28/26 0:00,02 MED,42,479,USD,Goods,A,A,,,sent_via_email,EAM,BWI2 Offsite Belts Logistics Services,issued,42,3,2,0,2,1,2,1,958
NA,2D,2D-19905815,1,10043,"PLC, CONTROLLER,PROGRAMMABLE:2-1/2 INHT,3-1/2 INWD,1-1/2 INDP,24 V DCVOLT,2.6 MACURRE",PLC,24216849-758186,ATS CORPORATION,MP-PLC1046,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,12/30/25 0:00,12/30/25 0:00,,6/30/26 0:00,1/14/26 0:00,02 MED,15,478.5,USD,Goods,A,A,,,sent_via_email,EAM,ORF4 Offsite Richmond Express,issued,15,198,2,0,2,0,2,1,957
NA,2D,2D-22131540,1,1071516,"BELT, Replacement, 3200 Series Belted End Drive Cleated CONV. with V-guide",BELT,24216849-758186,ATS CORPORATION,7607702,ORF3,"AR Sortable FC - Suffolk, VA",NAMERICA,7/28/26 0:00,7/28/26 0:00,,11/12/26 0:00,10/6/26 0:00,01 HIGH,70,925,USD,Goods,A,A,,,sent_via_email,EAM,ORF3 Offsite Richmond Express,issued,70,0,1,0,1,1,10,9,925
NA,2D,2D-21178321,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-12398,BARCODESINC,P1112750-013,PVD2,"AR Sortable FC - Johnston, RI",NAMERICA,4/30/26 0:00,4/30/26 0:00,,8/25/26 0:00,5/14/26 0:00,02 MED,14,417.75,USD,Goods,A,A,,,sent_via_cxml,EAM,"PVD2 FC Sortable (Johnston, RI, US)",issued,14,78,2,0,2,9,13,3,835.5
NA,2D,2D-22119568,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-12398,BARCODESINC,P1112750-013,PDX8,"AR Sortable FC - Woodburn, OR",NAMERICA,7/27/26 0:00,7/27/26 0:00,,8/7/26 0:00,8/10/26 0:00,02 MED,14,417.75,USD,Goods,A,A,,,sent_via_cxml,EAM,"PDX8 Sortable FC (Woodburn, OR, US)",issued,14,0,2,0,2,2,4,2,835.5
NA,2D,2D-21745453,4,3022983,RIGHT ISOLATOR PLATE,PLATE,24216849-758186,ATS CORPORATION,700600465,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/3/26 0:00,8/31/26 0:00,01 HIGH,70,802.94,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,70,0,1,0,1,7,8,7,802.94
NA,2D,2D-21789476,1,3022982,LEFT ISOLATOR PLATE,PLATE,24216849-758186,ATS CORPORATION,700600362,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,6/25/26 0:00,6/25/26 0:00,,9/2/26 0:00,8/27/26 0:00,01 HIGH,63,802.94,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,63,0,1,0,1,7,8,7,802.94
NA,2D,2D-21815389,4,3466204,"M8X1.25 X 16 MM LG, STROKE 1.5MM, MAX TEMP. 250C, THREAD-LOCKING, CERAMIC BALL",SPRING,24216849-758186,ATS CORPORATION,10224141,ORH3,"AR Sortable FC - Charlton, MA",NAMERICA,6/26/26 0:00,6/26/26 0:00,,8/8/26 0:00,7/17/26 0:00,01 HIGH,21,25,USD,Goods,A,A,,,sent_via_email,EAM,"ORH3 Sortable FC (Charlton, MA, US)",issued,21,14,31,0,31,1,32,1,775
NA,75,5Z-21667237,1,3022985,ROTATED CABLE EXIT HORIZONTAL LOAD CELL HOLDER BLOCK,BRACKET,28177078-800256,ATS CORPORATION,700650573,YYC4,"AR Sortable FC - Calgary, AB",NAMERICA,6/15/26 0:00,6/15/26 0:00,,6/19/26 0:00,7/9/26 0:00,01 HIGH,24,379,USD,Goods,A,A,,,sent_via_email,EAM,YYC4 (75) Offsite Service Master,issued,24,22,2,0,2,0,2,1,758
NA,2D,2D-21734896,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,ELP1,"AR Sortable FC - El Paso, TX",NAMERICA,6/19/26 0:00,6/19/26 0:00,,7/26/26 0:00,7/31/26 0:00,02 MED,42,45,USD,Goods,A,A,,,sent_via_email,EAM,ELP1 Offsite Lindenmeyr Munroe,issued,42,0,16,0,16,0,20,10,720
NA,75,5Z-22051397,1,49346,"ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH",PRINTER,25788798-777942,CTM LABELING SYSTEMS,ZEB-P1112750-040,YHM1,"AR Sortable FC - Hamilton, ON",NAMERICA,7/20/26 0:00,7/20/26 0:00,,8/7/26 0:00,8/29/26 0:00,03 LOW,40,358,USD,Goods,A,A,,,sent_via_email,EAM,YHM1 Offsite -Traffic Tech,issued,40,0,2,0,2,0,2,1,716
